birdID,species,bandNumber,colorComboL,colorComboR
2371-04376,SOSP,2371-04376,M,XM
2371-04377,SOSP,2371-04377,Y,GX
2371-04378,SOSP,2371-04378,W,RX
2371-04380,SOSP,2371-04380,B,BX
2371-04381,SOSP,2371-04381,W,KX
2371-04382,SOSP,2371-04382,X,BY
2371-04383,SOSP,2371-04383,X,KG
2371-04384,SOSP,2371-04384,GB,X
2371-04385,SOSP,2371-04385,XG,G
2371-04386,SOSP,2371-04386,Y,YX
2371-04387,SOSP,2371-04387,M,GX
2371-04388,SOSP,2371-04388,R,RX
2371-04389,SOSP,2371-04389,X,WM
2371-04390,SOSP,2371-04390,X,WG
2371-04391,SOSP,2371-04391,GR,X
2371-04393,SOSP,2371-04393,WY,X
2371-04397,SOSP,2371-04397,X,WB
2371-04398,SOSP,2371-04398,X,YG
2401-30809,SOSP,2401-30809,XG,BB
2401-30810,SOSP,2401-30810,XW,B
2401-30811,SOSP,2401-30811,X,RW
2401-30825,SOSP,2401-30825,B,XW
2401-30826,SOSP,2401-30826,BO,X
2401-30827,SOSP,2401-30827,BW,X
2401-30828,SOSP,2401-30828,BX,O
2401-30830,SOSP,2401-30830,OX,W
2401-30831,SOSP,2401-30831,BX,R
2401-30832,SOSP,2401-30832,B,BX
2401-30833,SOSP,2401-30833,B,XK
2401-30834,SOSP,2401-30834,OX,B
2401-30835,SOSP,2401-30835,B,XG
2401-30836,SOSP,2401-30836,B,XR
2401-30837,SOSP,2401-30837,OX,W
2401-30838,SOSP,2401-30838,WR,X
2401-30839,SOSP,2401-30839,BX,Y
2401-30840,SOSP,2401-30840,OW,X
2411-14064,SOSP,2411-14064,YX,O
2411-15017,SOSP,2411-15017,P,GX
2411-15019,SOSP,2411-15019,PX,B
2411-15037,SOSP,2411-15037,O,X
2411-15050,SOSP,2411-15050,PG,X
2411-37792,SOSP,2411-37792,X,RP
2431-30153,SOSP,2431-30153,RX,O
2441-11758,SOSP,2441-11758,X,OW
2441-13701,SOSP,2441-13701,W,XR
2441-13708,SOSP,2441-13708,X,PB
2441-13709,SOSP,2441-13709,P,WX
2441-13711,SOSP,2441-13711,XP,B
2441-13716,SOSP,2441-13716,P,MX
2441-13717,SOSP,2441-13717,R,PX
2441-13718,SOSP,2441-13718,XK,P
2441-13719,SOSP,2441-13719,PB,X
2441-13720,SOSP,2441-13720,P,XY
2441-13721,SOSP,2441-13721,MX,P
2441-13722,SOSP,2441-13722,BP,X
2441-13723,SOSP,2441-13723,PP,X
2441-13725,SOSP,2441-13725,XR,P
2441-13737,SOSP,2441-13737,PX,Y
2441-13741,SOSP,2441-13741,X,MP
2441-13743,SOSP,2441-13743,Y,XP
2441-13744,SOSP,2441-13744,XM,P
2441-13850,SOSP,2441-13850,XR,M
2441-13851,SOSP,2441-13851,K,XY
2441-13858,SOSP,2441-13858,XO,M
2441-13860,SOSP,2441-13860,W,XO
2441-13861,SOSP,2441-13861,XR,W
2441-13862,SOSP,2441-13862,X,BM
2441-13865,SOSP,2441-13865,R,XM
2441-13866,SOSP,2441-13866,MW,X
2441-13867,SOSP,2441-13867,GX,M
2441-13876,SOSP,2441-13876,BW,X
2441-13879,SOSP,2441-13879,BX,W
2441-13880,SOSP,2441-13880,O,GX
2441-14002,SOSP,2441-14002,PX,W
2441-14005,SOSP,2441-14005,PR,X
2441-14006,SOSP,2441-14006,P,XO
2441-14011,SOSP,2441-14011,P,XP
2441-14012,SOSP,2441-14012,P,RX
2441-14018,SOSP,2441-14018,PB,X
2441-14019,SOSP,2441-14019,PX,G
2441-14020,SOSP,2441-14020,XP,P
2441-14021,SOSP,2441-14021,P,WX
2441-14023,SOSP,2441-14023,P,OX
2441-14025,SOSP,2441-14025,XP,W
2441-14027,SOSP,2441-14027,MP,X
2441-14028,SOSP,2441-14028,XP,G
2441-14029,SOSP,2441-14029,PX,R
2441-14030,SOSP,2441-14030,P,BX
2441-14031,SOSP,2441-14031,P,XW
2441-14035,SOSP,2441-14035,RX,P
2441-14036,SOSP,2441-14036,PX,G
2441-14037,SOSP,2441-14037,M,PX
2441-14038,SOSP,2441-14038,P,GX
2441-14039,SOSP,2441-14039,W,XP
2441-14040,SOSP,2441-14040,PY,X
2441-14045,SOSP,2441-14045,GX,P
2441-14048,SOSP,2441-14048,XB,P
2441-14050,SOSP,2441-14050,YP,X
2441-14051,SOSP,2441-14051,XP,G
2441-14052,SOSP,2441-14052,PY,X
2441-14053,SOSP,2441-14053,B,XP
2441-14054,SOSP,2441-14054,WY,X
2441-14056,SOSP,2441-14056,K,XO
2441-14057,SOSP,2441-14057,XW,P
2441-14058,SOSP,2441-14058,B,XY
2441-14059,SOSP,2441-14059,K,XO
2441-14061,SOSP,2441-14061,G,BX
2441-14062,SOSP,2441-14062,BB,X
2441-14063,SOSP,2441-14063,M,XK
2441-14067,SOSP,2441-14067,X,PY
2441-14068,SOSP,2441-14068,G,XK
2441-14069,SOSP,2441-14069,K,XK
2441-14070,SOSP,2441-14070,P,XR
2441-14073,SOSP,2441-14073,W,WX
2441-14074,SOSP,2441-14074,K,MX
2441-14075,SOSP,2441-14075,KB,X
2441-14076,SOSP,2441-14076,P,RX
2441-14077,SOSP,2441-14077,KP,X
2441-14078,SOSP,2441-14078,XY,B
2441-14081,SOSP,2441-14081,X,PG
2441-14082,SOSP,2441-14082,YO,X
2441-14086,SOSP,2441-14086,M,XR
2441-14087,SOSP,2441-14087,R,XG
2441-14088,SOSP,2441-14088,OY,X
2441-14089,SOSP,2441-14089,WW,X
2441-14090,SOSP,2441-14090,YW,X
2441-14093,SOSP,2441-14093,BX,G
2441-14098,SOSP,2441-14098,XP,Y
2441-14104,SOSP,2441-14104,M,MX
2441-14107,SOSP,2441-14107,OW,X
2441-14108,SOSP,2441-14108,P,X
2441-14112,SOSP,2441-14112,XO,G
2441-14116,SOSP,2441-14116,M,XM
2441-14120,SOSP,2441-14120,Y,KX
2441-14123,SOSP,2441-14123,Y,KX
2441-14125,SOSP,2441-14125,BX,Y
2441-14128,SOSP,2441-14128,BX,Y
2441-14129,SOSP,2441-14129,G,MX
2441-14130,SOSP,2441-14130,XR,R
2441-14133,SOSP,2441-14133,OW,X
2441-14134,SOSP,2441-14134,XM,Y
2441-14135,SOSP,2441-14135,BR,X
2441-14137,SOSP,2441-14137,XM,Y
2441-14138,SOSP,2441-14138,OM,X
2441-14139,SOSP,2441-14139,XM,B
2441-14140,SOSP,2441-14140,-,OX
2441-14145,SOSP,2441-14145,MY,X
2441-14147,SOSP,2441-14147,GX,P
2441-14149,SOSP,2441-14149,GX,P
2441-14150,SOSP,2441-14150,K,XO
2441-14151,SOSP,2441-14151,B,XY
2441-14152,SOSP,2441-14152,XG,G
2441-14153,SOSP,2441-14153,X,RP
2441-14154,SOSP,2441-14154,W,PX
2441-14159,SOSP,2441-14159,XM,Y
2441-14160,SOSP,2441-14160,BR,X
2441-14163,SOSP,2441-14163,O,XP
2441-14167,SOSP,2441-14167,MX,Y
2441-14168,SOSP,2441-14168,G,XR
2441-14184,SOSP,2441-14184,X,OO
2441-14186,SOSP,2441-14186,X,BR
2441-14193,SOSP,2441-14193,XO,O
2441-14194,SOSP,2441-14194,X,GW
2441-14195,SOSP,2441-14195,X,RR
2441-14198,SOSP,2441-14198,X,OG
2441-14199,SOSP,2441-14199,P,KX
2441-14208,SOSP,2441-14208,O,WX
2441-14209,SOSP,2441-14209,B,RX
2441-14214,SOSP,2441-14214,KG,X
2441-14217,SOSP,2441-14217,MX,O
2441-14220,SOSP,2441-14220,X,WO
2441-14223,SOSP,2441-14223,XO,B
2441-14224,SOSP,2441-14224,R,YX
2441-14227,SOSP,2441-14227,O,XM
2441-14228,SOSP,2441-14228,X,WY
2441-14475,SOSP,2441-14475,BX,G
2441-14477,SOSP,2441-14477,RX,M
2441-14478,SOSP,2441-14478,M,OX
2441-14479,SOSP,2441-14479,WX,R
2441-14480,SOSP,2441-14480,GB,X
2441-14481,SOSP,2441-14481,-,XK
2441-14487,SOSP,2441-14487,-,YX
2441-14489,SOSP,2441-14489,-,XM
2441-14490,SOSP,2441-14490,-,WX
2441-14491,SOSP,2441-14491,M,X
2441-14494,SOSP,2441-14494,XO,R
2441-14495,SOSP,2441-14495,XY,M
2441-14500,SOSP,2441-14500,R,XB
2441-14598,SOSP,2441-14598,WX,R
2441-14695,SOSP,2441-14695,O,XW
2441-14696,SOSP,2441-14696,K,XG
2441-14802,SOSP,2441-14802,B,XM
2441-14803,SOSP,2441-14803,X,OO
2441-14805,SOSP,2441-14805,BX,W
2441-14806,SOSP,2441-14806,R,RX
2441-14807,SOSP,2441-14807,OX,R
2441-14809,SOSP,2441-14809,Y,YX
2441-14811,SOSP,2441-14811,X,RB
2441-14812,SOSP,2441-14812,XB,B
2441-14813,SOSP,2441-14813,OX,Y
2441-14814,SOSP,2441-14814,YX,O
2441-14821,SOSP,2441-14821,KX,Y
2441-14823,SOSP,2441-14823,X,BW
2441-14825,SOSP,2441-14825,KR,X
2441-14826,SOSP,2441-14826,YG,X
2441-14827,SOSP,2441-14827,X,-
2441-14828,SOSP,2441-14828,G,GX
2441-14829,SOSP,2441-14829,OX,K
2441-14830,SOSP,2441-14830,YO,X
2441-14833,SOSP,2441-14833,GX,B
2441-14834,SOSP,2441-14834,GX,R
2441-14835,SOSP,2441-14835,MM,X
2441-14836,SOSP,2441-14836,GM,X
2441-14837,SOSP,2441-14837,GX,Y
2441-14841,SOSP,2441-14841,X,KO
2441-14843,SOSP,2441-14843,MO,X
2441-14844,SOSP,2441-14844,MX,R
2441-14845,SOSP,2441-14845,MX,K
2441-14847,SOSP,2441-14847,M,XM
2441-14848,SOSP,2441-14848,X,-
2441-14853,SOSP,2441-14853,WP,X
2441-14854,SOSP,2441-14854,X,YG
2441-14855,SOSP,2441-14855,XO,R
2441-14856,SOSP,2441-14856,X,MR
2441-14857,SOSP,2441-14857,R,PX
2441-14859,SOSP,2441-14859,YX,O
2441-14860,SOSP,2441-14860,X,RO
2441-14861,SOSP,2441-14861,XK,G
2441-14864,SOSP,2441-14864,KB,X
2441-14865,SOSP,2441-14865,MB,X
2441-14867,SOSP,2441-14867,GO,X
2441-14868,SOSP,2441-14868,XO,W
2441-14869,SOSP,2441-14869,YY,X
2441-14870,SOSP,2441-14870,PX,MX
2441-14871,SOSP,2441-14871,YW,X
2441-14872,SOSP,2441-14872,XY,B
2441-14874,SOSP,2441-14874,MW,X
2441-14875,SOSP,2441-14875,YX,G
2441-14877,SOSP,2441-14877,X,RP
2441-14878,SOSP,2441-14878,XB,W
2441-14880,SOSP,2441-14880,Y,XG
2441-14881,SOSP,2441-14881,Y,XM
2441-14883,SOSP,2441-14883,X,OY
2441-14885,SOSP,2441-14885,X,-
2441-14888,SOSP,2441-14888,YX,PY
2441-14891,SOSP,2441-14891,R,MX
2441-14892,SOSP,2441-14892,X,YR
2441-14893,SOSP,2441-14893,XG,W
2441-14895,SOSP,2441-14895,PX,XY
2441-14899,SOSP,2441-14899,GK,X
2441-14900,SOSP,2441-14900,Y,X
2441-15007,SOSP,2441-15007,XP,O
2441-15010,SOSP,2441-15010,X,P
2441-15011,SOSP,2441-15011,OP,X
2441-15012,SOSP,2441-15012,B,RX
2441-15013,SOSP,2441-15013,P,YX
2441-15014,SOSP,2441-15014,P,XB
2441-15016,SOSP,2441-15016,PX,P
2441-15020,SOSP,2441-15020,RP,X
2441-15022,SOSP,2441-15022,P,XM
2441-15023,SOSP,2441-15023,PX,Y
2441-15026,SOSP,2441-15026,PW,X
2441-15031,SOSP,2441-15031,GP,X
2441-15032,SOSP,2441-15032,PX,M
2441-15035,SOSP,2441-15035,P,XG
2441-15036,SOSP,2441-15036,XO,W
2441-15038,SOSP,2441-15038,X,B
2441-15042,SOSP,2441-15042,PG,X
2441-15043,SOSP,2441-15043,P,PX
2441-15044,SOSP,2441-15044,WP,X
2441-15045,SOSP,2441-15045,P,XY
2441-15046,SOSP,2441-15046,XP,Y
2441-15048,SOSP,2441-15048,XP,M
2441-29388,SOSP,2441-29388,Y,PX
2441-96301,SOSP,2441-96301,RR,X
2441-96302,SOSP,2441-96302,KO,X
2441-96303,SOSP,2441-96303,G,GX
2441-96304,SOSP,2441-96304,X,MK
2441-96305,SOSP,2441-96305,M,GX
2441-96306,SOSP,2441-96306,G,RX
2441-96307,SOSP,2441-96307,RX,O
2441-96308,SOSP,2441-96308,G,XG
2441-96309,SOSP,2441-96309,GR,X
2441-96310,SOSP,2441-96310,X,OK
2441-96312,SOSP,2441-96312,WX,Y
2441-96313,SOSP,2441-96313,XB,G
2441-96315,SOSP,2441-96315,RX,G
2441-96316,SOSP,2441-96316,BX,R
2441-96318,SOSP,2441-96318,O,BX
2441-96320,SOSP,2441-96320,KX,M
2441-96321,SOSP,2441-96321,X,YY
2441-96323,SOSP,2441-96323,O,RX
2441-96325,SOSP,2441-96325,B,YX
2441-96329,SOSP,2441-96329,XG,W
2441-96330,SOSP,2441-96330,BX,B
2441-96341,SOSP,2441-96341,K,OX
2441-96351,SOSP,2441-96351,G,XY
2441-96359,SOSP,2441-96359,K,XG
2441-96360,SOSP,2441-96360,X,RK
2441-96387,SOSP,2441-96387,PM,X
2441-96391,SOSP,2441-96391,Y,RX
2441-96395,SOSP,2441-96395,X,OW
2441-96398,SOSP,2441-96398,OK,X
2441-96399,SOSP,2441-96399,YB,X
2441-96401,SOSP,2441-96401,XB,Y
2441-96403,SOSP,2441-96403,RO,X
2441-96404,SOSP,2441-96404,XY,W
2441-96405,SOSP,2441-96405,XG,K
2441-96406,SOSP,2441-96406,B,XB
2441-96408,SOSP,2441-96408,KX,O
2441-96409,SOSP,2441-96409,B,XK
2441-96410,SOSP,2441-96410,XY,O
2441-96411,SOSP,2441-96411,X,WW
2441-96413,SOSP,2441-96413,XG,M
2441-96414,SOSP,2441-96414,BY,X
2441-96415,SOSP,2441-96415,XM,G
2441-96416,SOSP,2441-96416,WX,R
2441-96423,SOSP,2441-96423,Y,GX
2441-96424,SOSP,2441-96424,XB,M
2441-96426,SOSP,2441-96426,KK,X
2441-96427,SOSP,2441-96427,M,XO
2441-96428,SOSP,2441-96428,K,XR
2441-96430,SOSP,2441-96430,KX,G
2441-96431,SOSP,2441-96431,W,BX
2441-96432,SOSP,2441-96432,R,XR
2441-96433,SOSP,2441-96433,M,XO
2441-96440,SOSP,2441-96440,X,RG
2441-96441,SOSP,2441-96441,XK,B
2441-96442,SOSP,2441-96442,X,WM
2441-96443,SOSP,2441-96443,X,YG
2441-96447,SOSP,2441-96447,Y,XG
2441-96448,SOSP,2441-96448,OB,X
2441-96449,SOSP,2441-96449,RX,B
2441-96450,SOSP,2441-96450,YX,Y
2441-96451,SOSP,2441-96451,WX,O
2441-96453,SOSP,2441-96453,OR,X
2441-96455,SOSP,2441-96455,X,RB
2441-96459,SOSP,2441-96459,GX,R
2441-96463,SOSP,2441-96463,GB,X
2441-96464,SOSP,2441-96464,B,XW
2441-96469,SOSP,2441-96469,W,XY
2441-96470,SOSP,2441-96470,WG,X
2441-96471,SOSP,2441-96471,XR,B
2441-96472,SOSP,2441-96472,PX,P
2441-96477,SOSP,2441-96477,OX,Y
2441-96478,SOSP,2441-96478,B,XO
2441-96480,SOSP,2441-96480,W,RX
2441-96483,SOSP,2441-96483,X,BG
2441-96484,SOSP,2441-96484,YR,X
2441-96485,SOSP,2441-96485,RW,X
2441-96486,SOSP,2441-96486,G,XY
2441-96488,SOSP,2441-96488,RK,X
2441-96491,SOSP,2441-96491,YX,G
2441-96494,SOSP,2441-96494,W,KX
2441-96522,SOSP,2441-96522,W,OX
2441-96525,SOSP,2441-96525,KX,W
2441-96526,SOSP,2441-96526,GK,X
2441-96527,SOSP,2441-96527,XY,G
2441-96528,SOSP,2441-96528,XP,R
2441-96532,SOSP,2441-96532,XY,Y
2441-96533,SOSP,2441-96533,P,XG
2441-96534,SOSP,2441-96534,X,YY
2441-96535,SOSP,2441-96535,MX,W
2441-96540,SOSP,2441-96540,B,X
2441-96541,SOSP,2441-96541,W,MX
2441-96542,SOSP,2441-96542,Y,MX
2441-96550,SOSP,2441-96550,YK,X
2441-96561,SOSP,2441-96561,OM,X
2441-96562,SOSP,2441-96562,PO,X
2441-96563,SOSP,2441-96563,B,RX
2441-96572,SOSP,2441-96572,WB,X
2441-96576,SOSP,2441-96576,WX,BX
2441-96577,SOSP,2441-96577,M,GX
2441-96579,SOSP,2441-96579,WX,R
2441-96580,SOSP,2441-96580,G,GX
2441-96581,SOSP,2441-96581,GO,X
2441-96582,SOSP,2441-96582,KX,R
2441-96584,SOSP,2441-96584,BP,X
2441-96586,SOSP,2441-96586,-,PX
2441-96587,SOSP,2441-96587,K,XW
2441-96588,SOSP,2441-96588,OX,Y
2441-96589,SOSP,2441-96589,GX,W
2441-96590,SOSP,2441-96590,XB,O
2441-96591,SOSP,2441-96591,OX,G
2441-96592,SOSP,2441-96592,KB,X
2441-96593,SOSP,2441-96593,KR,X
2441-96594,SOSP,2441-96594,B,XP
2441-96595,SOSP,2441-96595,B,XR
2441-96598,SOSP,2441-96598,-,MX
2441-96600,SOSP,2441-96600,KM,X
2461-64080,SOSP,2461-64080,X,-
2540-62885,SOSP,2540-62885,KX,O
2541-14882,SOSP,2541-14882,X,BP
2541-40475,SOSP,2541-40475,BX,B
2541-40478,SOSP,2541-40478,XG,O
2541-40479,SOSP,2541-40479,XR,P
2541-40480,SOSP,2541-40480,G,RX
2541-40481,SOSP,2541-40481,XB,B
2541-40482,SOSP,2541-40482,X,RM
2541-40484,SOSP,2541-40484,G,BX
2541-40488,SOSP,2541-40488,O,BX
2541-40494,SOSP,2541-40494,WX,Y
2541-40496,SOSP,2541-40496,X,MP
2541-40511,SOSP,2541-40511,X,GO
2541-40512,SOSP,2541-40512,X,WR
2541-40521,SOSP,2541-40521,B,X
2541-40523,SOSP,2541-40523,BX,O
2541-40524,SOSP,2541-40524,BX,-
2541-40541,SOSP,2541-40541,-,BX
2541-40542,SOSP,2541-40542,X,GR
2541-40543,SOSP,2541-40543,X,WB
2541-40545,SOSP,2541-40545,X,PM
2541-40549,SOSP,2541-40549,X,GB
2541-40551,SOSP,2541-40551,PX,K
2541-40552,SOSP,2541-40552,R,XP
2541-40553,SOSP,2541-40553,X,PB
2541-40554,SOSP,2541-40554,GX,M
2541-40555,SOSP,2541-40555,O,X
2541-40556,SOSP,2541-40556,X,W
2541-40557,SOSP,2541-40557,YP,X
2541-40558,SOSP,2541-40558,X,BR
2541-40560,SOSP,2541-40560,BB,X
2541-40562,SOSP,2541-40562,YG,X
2541-40563,SOSP,2541-40563,Y,RX
2541-40564,SOSP,2541-40564,X,YK
2541-40565,SOSP,2541-40565,XY,RG
2541-40566,SOSP,2541-40566,XG,B
2541-40568,SOSP,2541-40568,K,XY
2541-40569,SOSP,2541-40569,G,XG
2541-40572,SOSP,2541-40572,G,XB
2541-40573,SOSP,2541-40573,K,XR
2541-40574,SOSP,2541-40574,O,KX
2541-40575,SOSP,2541-40575,W,XG
2541-40576,SOSP,2541-40576,G,XY
2541-40577,SOSP,2541-40577,O,BX
2541-40578,SOSP,2541-40578,K,XG
2541-40579,SOSP,2541-40579,O,XW
2541-40580,SOSP,2541-40580,G,XP
2541-40581,SOSP,2541-40581,O,MX
2541-40582,SOSP,2541-40582,R,XY
2541-40586,SOSP,2541-40586,O,XG
2541-40587,SOSP,2541-40587,O,XB
2541-40590,SOSP,2541-40590,G,XW
2541-40592,SOSP,2541-40592,K,XO
2541-40593,SOSP,2541-40593,G,XK
2541-40594,SOSP,2541-40594,K,XK
2541-40595,SOSP,2541-40595,G,XR
2541-40596,SOSP,2541-40596,K,XB
2541-40597,SOSP,2541-40597,RX,K
2541-40598,SOSP,2541-40598,O,XY
2541-40599,SOSP,2541-40599,O,PX
2541-40600,SOSP,2541-40600,R,XO
2561-56826,SOSP,2561-56826,X,WG
257-19017,SOSP,257-19017,GO,X
2571-70301,SOSP,2571-70301,Y,XK
2571-70306,SOSP,2571-70306,XB,K
2571-70308,SOSP,2571-70308,O,XY
2571-70312,SOSP,2571-70312,WX,P
2571-70316,SOSP,2571-70316,G,XW
2571-70317,SOSP,2571-70317,MK,X
2571-70318,SOSP,2571-70318,UNK,UNK
2571-70324,SOSP,2571-70324,OO,X
2571-70326,SOSP,2571-70326,B,XM
2571-70328,SOSP,2571-70328,WO,X
2571-70329,SOSP,2571-70329,RB,X
2571-70330,SOSP,2571-70330,MM,X
2571-70333,SOSP,2571-70333,BP,X
2571-70335,SOSP,2571-70335,PK,X
2571-70337,SOSP,2571-70337,P,XK
2571-70338,SOSP,2571-70338,-,X
2571-70339,SOSP,2571-70339,XW,P
2571-70340,SOSP,2571-70340,KX,K
2571-70345,SOSP,2571-70345,X,MB
2571-70346,SOSP,2571-70346,XG,P
2571-70347,SOSP,2571-70347,OW,X
2571-70351,SOSP,2571-70351,X,WP
2571-70352,SOSP,2571-70352,YX,G
2571-70354,SOSP,2571-70354,X,WP
2571-70355,SOSP,2571-70355,X,GW
2571-70357,SOSP,2571-70357,XR,R
2571-70361,SOSP,2571-70361,X,PO
2571-70362,SOSP,2571-70362,X,PG
2571-83001,SOSP,2571-83001,X,YR
2571-83002,SOSP,2571-83002,YX,B
2571-83003,SOSP,2571-83003,XO,O
2571-83004,SOSP,2571-83004,XW,W
2571-83006,SOSP,2571-83006,W,XY
2571-83007,SOSP,2571-83007,RW,X
2571-83008,SOSP,2571-83008,XW,G
2571-83009,SOSP,2571-83009,RO,X
2571-83010,SOSP,2571-83010,XO,Y
2571-83015,SOSP,2571-83015,MX,M
2571-83033,SOSP,2571-83033,YK,X
2571-83034,SOSP,2571-83034,XB,G
2571-83035,SOSP,2571-83035,X,WR
2571-83036,SOSP,2571-83036,Y,XG
2571-83037,SOSP,2571-83037,M,BX
2571-83039,SOSP,2571-83039,X,OY
2571-83040,SOSP,2571-83040,W,XB
2571-83043,SOSP,2571-83043,W,XG
2571-83044,SOSP,2571-83044,B,XO
2571-83046,SOSP,2571-83046,K,MX
2571-83047,SOSP,2571-83047,M,XR
2571-83048,SOSP,2571-83048,OW,X
2571-83049,SOSP,2571-83049,G,BX
2571-83050,SOSP,2571-83050,B,OX
2571-83051,SOSP,2571-83051,O,RX
2571-83052,SOSP,2571-83052,W,WX
2571-83053,SOSP,2571-83053,XB,Y
2571-83054,SOSP,2571-83054,X,OG
2571-83055,SOSP,2571-83055,KK,X
2571-83056,SOSP,2571-83056,X,GR
2571-83057,SOSP,2571-83057,XM,R
2571-83058,SOSP,2571-83058,XW,Y
2571-83059,SOSP,2571-83059,XK,R
2571-83060,SOSP,2571-83060,GM,X
2571-83061,SOSP,2571-83061,BK,X
2571-83062,SOSP,2571-83062,R,XR
2571-83073,SOSP,2571-83073,M,XK
2571-83074,SOSP,2571-83074,KB,X
2571-83075,SOSP,2571-83075,W,GX
2571-83076,SOSP,2571-83076,XM,M
2571-83077,SOSP,2571-83077,GX,R
2571-83079,SOSP,2571-83079,BX,W
2571-83080,SOSP,2571-83080,O,YX
2571-83081,SOSP,2571-83081,XW,M
2571-83082,SOSP,2571-83082,XR,W
2571-83083,SOSP,2571-83083,MG,X
2571-83084,SOSP,2571-83084,Y,XW
2571-83085,SOSP,2571-83085,MX,B
2571-83086,SOSP,2571-83086,WX,R
2571-83087,SOSP,2571-83087,MK,X
2571-83088,SOSP,2571-83088,XO,W
2571-83089,SOSP,2571-83089,WB,X
2571-83090,SOSP,2571-83090,O,OX
2571-83091,SOSP,2571-83091,YX,W
2571-83094,SOSP,2571-83094,WX,O
2571-83095,SOSP,2571-83095,XP,R
2571-83096,SOSP,2571-83096,GX,Y
2571-83107,SOSP,2571-83107,B,RX
2571-83109,SOSP,2571-83109,R,XK
2571-83110,SOSP,2571-83110,GO,X
2571-83111,SOSP,2571-83111,BR,X
2571-83112,SOSP,2571-83112,XO,K
2571-83113,SOSP,2571-83113,BX,R
2571-83114,SOSP,2571-83114,X,GO
2571-83115,SOSP,2571-83115,X,KP
2571-83116,SOSP,2571-83116,X,OK
2571-83117,SOSP,2571-83117,XG,P
2571-83119,SOSP,2571-83119,X,PW
2571-83120,SOSP,2571-83120,GP,X
2571-83121,SOSP,2571-83121,X,YR
2571-83122,SOSP,2571-83122,BX,B
2571-83124,SOSP,2571-83124,PG,X
2571-83125,SOSP,2571-83125,XB,W
2571-83126,SOSP,2571-83126,P,YX
2571-83127,SOSP,2571-83127,XO,P
2571-83128,SOSP,2571-83128,G,OX
2571-83131,SOSP,2571-83131,BW,X
2571-83132,SOSP,2571-83132,XY,W
2571-83133,SOSP,2571-83133,Y,XR
2571-83134,SOSP,2571-83134,X,MY
2571-83135,SOSP,2571-83135,XO,R
2571-83137,SOSP,2571-83137,XR,Y
2571-83138,SOSP,2571-83138,YX,P
2571-83139,SOSP,2571-83139,XM,B
2571-83142,SOSP,2571-83142,YX,Y
2571-83143,SOSP,2571-83143,XR,B
2571-83144,SOSP,2571-83144,XG,W
2571-83146,SOSP,2571-83146,P,XP
2571-83148,SOSP,2571-83148,YX,O
2571-83149,SOSP,2571-83149,B,XY
2571-83150,SOSP,2571-83150,GW,X
2571-83204,SOSP,2571-83204,WX,W
2571-83205,SOSP,2571-83205,OG,X
2571-83206,SOSP,2571-83206,M,XY
2571-83207,SOSP,2571-83207,K,XY
2571-83208,SOSP,2571-83208,B,XB
2571-83209,SOSP,2571-83209,X,KW
2571-83211,SOSP,2571-83211,O,XB
2571-83212,SOSP,2571-83212,BB,X
2571-83213,SOSP,2571-83213,WR,X
2571-83214,SOSP,2571-83214,KX,G
2571-83216,SOSP,2571-83216,BX,G
2571-83218,SOSP,2571-83218,YG,X
2571-83221,SOSP,2571-83221,BX,O
2571-83222,SOSP,2571-83222,G,KX
2571-83223,SOSP,2571-83223,XW,P
2571-83224,SOSP,2571-83224,X,BB
2571-83225,SOSP,2571-83225,YX,G
2571-83226,SOSP,2571-83226,MM,X
2571-83227,SOSP,2571-83227,XG,M
2571-83228,SOSP,2571-83228,X,GK
2571-83229,SOSP,2571-83229,W,XK
2571-83230,SOSP,2571-83230,OX,K
2571-83231,SOSP,2571-83231,OX,R
2571-83232,SOSP,2571-83232,P,XY
2571-89922,SOSP,2571-89922,RO,X
2571-89926,SOSP,2571-89926,X,BW
2571-89929,SOSP,2571-89929,YR,X
2571-89930,SOSP,2571-89930,X,OG
2571-89931,SOSP,2571-89931,PM,X
2571-89935,SOSP,2571-89935,X,OB
2571-89937,SOSP,2571-89937,X,RG
2571-89938,SOSP,2571-89938,RG,X
2571-89939,SOSP,2571-89939,X,PB
2571-89940,SOSP,2571-89940,X,GO
2571-89942,SOSP,2571-89942,X,GB
2571-89948,SOSP,2571-89948,X,BR
2571-89949,SOSP,2571-89949,MP,X
2571-89950,SOSP,2571-89950,X,MW
2571-89952,SOSP,2571-89952,YO,X
2571-89964,SOSP,2571-89964,W,WX
2571-89966,SOSP,2571-89966,X,WP
2571-89967,SOSP,2571-89967,Y,PX
2571-89968,SOSP,2571-89968,B,XP
2571-89980,SOSP,2571-89980,X,MP
2571-89982,SOSP,2571-89982,P,XM
2571-89988,SOSP,2571-89988,R,X
2571-89991,SOSP,2571-89991,X,WP
2571-89992,SOSP,2571-89992,XR,R
2571-89993,SOSP,2571-89993,XR,R
2571-89994,SOSP,2571-89994,G,XP
2571-89995,SOSP,2571-89995,M,BX
2571-89996,SOSP,2571-89996,XW,K
2571-89998,SOSP,2571-89998,X,RM
2571-89999,SOSP,2571-89999,K,XW
2571-90055,SOSP,2571-90055,WW,X
2571-90056,SOSP,2571-90056,R,XR
2571-90060,SOSP,2571-90060,WR,X
2571-90064,SOSP,2571-90064,X,RY
2571-90066,SOSP,2571-90066,OG,X
2571-90068,SOSP,2571-90068,BX,O
