birdID,visitID,timeEnc,observerCapture,typeCapture,bandNumber,colorComboL,colorComboR,age,sex,dispositionCode
2301-56867,KNIGSALVA1_2008-07-03,NA,NA,B,2301-56867,XB,M,AHY,F,1
2301-56868,KNIGSALVA1_2008-07-03,NA,NA,B,2301-56868,G,XM,AHY,M,1
2301-56869,KNIGSALVA1_2008-07-03,NA,NA,B,2301-56869,X,BM,AHY,M,1
2301-56870,KNIGSALVA1_2008-07-03,NA,NA,B,2301-56870,MX,R,HY,M,1
2341-30134,KNIGSALVA1_2008-07-03,NA,NA,B,2341-30134,YX,Y,AHY,F,1
2341-29318,WATSPATDC1_2008-07-03,NA,NA,B,2341-29318,OX,K,HY,U,1
1272-43013,WATSPATDC1_2008-07-03,NA,NA,B,1272-43013,W,RX,AHY,M,1
1272-43014,WATSPATDC1_2008-07-03,NA,NA,B,1272-43014,M,GX,AHY,F,1
742-29179,WARDDOUVA1_2008-07-05,NA,NA,B,742-29179,PR,X,NA,NA,1
1991-46189,WARDDOUVA1_2008-07-05,NA,NA,B,1991-46189,XY,P,AHY,F,1
1991-46190,WARDDOUVA1_2008-07-05,NA,NA,B,1991-46190,UNK,UNK,AHY,M,1
2251-80310,WARDDOUVA1_2008-07-05,NA,NA,B,2251-80310,PK,X,AHY,M,1
742-29177,WARDDOUVA1_2008-07-05,NA,NA,B,742-29177,P,XO,NA,NA,1
1991-46191,WARDDOUVA1_2008-07-05,NA,NA,B,1991-46191,PX,R,AHY,M,1
742-29178,WARDDOUVA1_2008-07-05,NA,NA,B,742-29178,BP,X,NA,NA,1
1991-46192,WARDDOUVA1_2008-07-05,NA,NA,B,1991-46192,P,PX,AHY,M,1
1991-46193,WILLRAJMD1_2008-07-06,NA,NA,B,1991-46193,XY,M,AHY,M,1
1991-46194,WILLRAJMD1_2008-07-06,NA,NA,B,1991-46194,PX,W,AHY,M,1
1272-42401,WILLRAJMD1_2008-07-06,NA,NA,B,1272-42401,P,XP,AHY,M,1
1272-42402,WILLRAJMD1_2008-07-06,NA,NA,B,1272-42402,P,WX,HY,U,1
2251-80311,WILLRAJMD1_2008-07-06,NA,NA,B,2251-80311,X,PM,AHY,M,1
2301-56634,BURRANDMD2_2008-07-07,NA,NA,B,2301-56634,X,OB,AHY,F,1
2301-56635,BURRANDMD2_2008-07-07,NA,NA,B,2301-56635,K,KX,AHY,M,1
2301-56871,KAMILEIVA1_2008-07-07,NA,NA,B,2301-56871,BX,KR,ASY,M,1
2301-56872,KAMILEIVA1_2008-07-07,NA,NA,B,2301-56872,K,XG,AHY,M,1
2301-56873,KAMILEIVA1_2008-07-07,NA,NA,B,2301-56873,X,R,AHY,M,1
1232-87927,KAMILEIVA1_2008-07-07,NA,NA,B,1232-87927,-,X,AHY,F,1
2301-56874,KAMILEIVA1_2008-07-07,NA,NA,B,2301-56874,BX,KG,HY,U,1
2301-56875,KAMILEIVA1_2008-07-07,NA,NA,B,2301-56875,BX,KM,ASY,F,1
2301-56876,KAMILEIVA1_2008-07-07,NA,NA,B,2301-56876,BX,KW,ASY,M,1
2540-63039,KAMILEIVA1_2008-07-07,NA,NA,B,2540-63039,X,BK,SY,F,1
2341-30135,KAMILEIVA1_2008-07-07,NA,NA,B,2341-30135,YX,R,AHY,M,1
2460-22834,MILLPAUMD1_2008-07-07,NA,NA,R,2460-22834,XY,G,AHY,M,1
2341-30015,SILLSCOMD1_2008-07-07,NA,NA,B,2341-30015,GX,O,AHY,M,1
2540-62921,SILLSCOMD1_2008-07-07,NA,NA,B,2540-62921,MR,X,AHY,M,1
2301-56072,SILLSCOMD1_2008-07-07,NA,NA,B,2301-56072,MG,MX,AHY,M,1
2540-62923,SILLSCOMD1_2008-07-07,NA,NA,B,2540-62923,GP,X,AHY,F,1
2301-56073,SILLSCOMD1_2008-07-07,NA,NA,B,2301-56073,BX,K,AHY,F,1
2341-30016,SILLSCOMD1_2008-07-07,NA,NA,B,2341-30016,XY,M,AHY,M,1
2540-62922,SILLSCOMD1_2008-07-07,NA,NA,B,2540-62922,RP,X,AHY,F,1
2341-30017,SILLSCOMD1_2008-07-07,NA,NA,B,2341-30017,M,RX,AHY,F,1
2341-30317,BURDROBVA1_2008-07-08,NA,NA,B,2341-30317,X,PB,AHY,M,1
2460-22759,BURDROBVA1_2008-07-08,NA,NA,B,2460-22759,XK,Y,HY,U,1
2460-22760,BURDROBVA1_2008-07-08,NA,NA,B,2460-22760,PP,X,HY,U,1
2301-55972,BURDROBVA1_2008-07-08,NA,NA,B,2301-55972,X,BO,AHY,F,1
2301-55973,BURDROBVA1_2008-07-08,NA,NA,B,2301-55973,XW,G,AHY,M,1
2301-55974,BURDROBVA1_2008-07-08,NA,NA,B,2301-55974,RX,G,ASY,M,1
2341-29319,JAKOELVVA1_2008-07-08,NA,NA,B,2341-29319,O,XY,HY,U,1
2341-29320,JAKOELVVA1_2008-07-08,NA,NA,B,2341-29320,O,XR,AHY,F,1
2301-56547,JAKOELVVA1_2008-07-08,NA,NA,B,2301-56547,BG,X,AHY,M,1
2341-29321,JAKOELVVA1_2008-07-08,NA,NA,B,2341-29321,X,GW,HY,U,1
2341-29322,JAKOELVVA1_2008-07-08,NA,NA,B,2341-29322,KK,X,AHY,M,1
1232-87928,KINDFARMD1_2008-07-08,NA,NA,B,1232-87928,XW,M,AHY,M,1
2301-56877,KINDFARMD1_2008-07-08,NA,NA,B,2301-56877,BX,WK,HY,U,1
2251-80312,LAFOMELVA1_2008-07-08,NA,NA,B,2251-80312,X,WP,AHY,M,1
1991-46195,LAFOMELVA1_2008-07-08,NA,NA,B,1991-46195,PM,X,AHY,M,1
1991-46197,LAFOMELVA1_2008-07-08,NA,NA,B,1991-46197,RX,M,AHY,F,1
1991-46198,LAFOMELVA1_2008-07-08,NA,NA,B,1991-46198,P,KX,AHY,F,1
2251-80313,LAFOMELVA1_2008-07-08,NA,NA,B,2251-80313,X,OO,AHY,M,1
1991-46199,LAFOMELVA1_2008-07-08,NA,NA,B,1991-46199,YX,P,AHY,M,1
2251-80314,LAFOMELVA1_2008-07-08,NA,NA,B,2251-80314,KR,X,AHY,F,1
1991-46200,LAFOMELVA1_2008-07-08,NA,NA,B,1991-46200,P,XP,AHY,M,1
2251-80316,LAFOMELVA1_2008-07-08,NA,NA,B,2251-80316,WY,X,AHY,M,1
1991-46196,LAFOMELVA1_2008-07-08,NA,NA,B,1991-46196,WX,P,AHY,M,1
2251-80315,LAFOMELVA1_2008-07-08,NA,NA,B,2251-80315,B,OX,AHY,M,1
2251-80317,LAFOMELVA1_2008-07-08,NA,NA,B,2251-80317,XR,R,AHY,M,1
2301-56074,ROTHPAUVA1_2008-07-08,NA,NA,B,2301-56074,PX,P,HY,U,1
2281-69406,STEWBETMD1_2008-07-08,NA,NA,R,2281-69406,XM,O,AHY,M,1
2301-56638,STEWBETMD1_2008-07-08,NA,NA,B,2301-56638,YP,X,AHY,M,1
2540-62838,STEWBETMD1_2008-07-08,NA,NA,B,2540-62838,W,WX,HY,U,1
2540-62839,STEWBETMD1_2008-07-08,NA,NA,B,2540-62839,KY,X,AHY,M,1
2540-62840,STEWBETMD1_2008-07-08,NA,NA,B,2540-62840,W,XB,AHY,F,1
2540-62841,STEWBETMD1_2008-07-08,NA,NA,B,2540-62841,KY,X,HY,U,1
2301-56636,STEWBETMD1_2008-07-08,NA,NA,B,2301-56636,XW,P,AHY,M,1
2301-56637,STEWBETMD1_2008-07-08,NA,NA,B,2301-56637,X,BP,AHY,F,1
2301-56639,STEWBETMD1_2008-07-08,NA,NA,B,2301-56639,MK,X,AHY,F,1
2540-62837,STEWBETMD1_2008-07-08,NA,NA,B,2540-62837,X,B,HY,U,1
2301-56640,STEWBETMD1_2008-07-08,NA,NA,B,2301-56640,O,XG,AHY,F,1
2301-56641,STEWBETMD1_2008-07-08,NA,NA,B,2301-56641,Y,YX,AHY,F,1
2281-69491,STEWBETMD1_2008-07-08,NA,NA,B,2281-69491,K,XB,AHY,M,1
1232-87929,CORCJOEMD2_2008-07-09,NA,NA,B,1232-87929,K,RX,HY,U,1
2341-30018,GERYERIMD1_2008-07-09,NA,NA,B,2341-30018,KM,X,HY,U,1
1272-43107,GERYERIMD1_2008-07-09,NA,NA,B,1272-43107,K,MX,HY,U,1
2341-30019,GERYERIMD1_2008-07-09,NA,NA,B,2341-30019,R,MX,AHY,M,1
2341-29323,PIROELADC1_2008-07-09,NA,NA,B,2341-29323,G,MX,AHY,M,1
2301-55976,STUECHRVA1_2008-07-09,NA,NA,B,2301-55976,G,XY,AHY,F,1
2341-30318,STUECHRVA1_2008-07-09,NA,NA,B,2341-30318,XB,P,AHY,M,1
2301-55977,STUECHRVA1_2008-07-09,NA,NA,B,2301-55977,OM,X,AHY,F,1
2301-55975,STUECHRVA1_2008-07-09,NA,NA,B,2301-55975,WY,X,AHY,F,1
1232-87930,MORAANGMD1_2008-07-10,NA,NA,B,1232-87930,W,YX,AHY,F,1
2341-30136,MORAANGMD1_2008-07-10,NA,NA,B,2341-30136,W,YX,AHY,M,1
2301-56879,MORAANGMD1_2008-07-10,NA,NA,B,2301-56879,K,XK,AHY,F,1
2540-63040,MORAANGMD1_2008-07-10,NA,NA,B,2540-63040,X,GB,HY,U,1
2301-56878,MORAANGMD1_2008-07-10,NA,NA,B,2301-56878,X,PY,ASY,M,1
1991-46113,MORAANGMD1_2008-07-10,NA,NA,R,1991-46113,XM,R,AHY,F,1
2341-30020,VOSSCOLVA1_2008-07-10,NA,NA,B,2341-30020,WB,X,AHY,M,1
2341-30021,VOSSCOLVA1_2008-07-10,NA,NA,B,2341-30021,X,OY,AHY,F,1
1272-43109,VOSSCOLVA1_2008-07-10,NA,NA,B,1272-43109,MX,M,AHY,F,1
2540-62924,VOSSCOLVA1_2008-07-10,NA,NA,B,2540-62924,Y,KX,AHY,F,1
1272-43108,VOSSCOLVA1_2008-07-10,NA,NA,B,1272-43108,XR,P,AHY,F,1
2341-29324,BRIGKIMMD1_2008-07-11,NA,NA,B,2341-29324,X,RW,HY,U,1
2301-56546,BRIGKIMMD1_2008-07-11,NA,NA,B,2301-56546,WX,KO,AHY,M,1
2301-56545,BRIGKIMMD1_2008-07-11,NA,NA,B,2301-56545,OX,WG,AHY,F,1
2301-55978,BROWANNMD1_2008-07-11,NA,NA,B,2301-55978,B,XY,SY,M,1
2460-22763,BROWANNMD1_2008-07-11,NA,NA,B,2460-22763,MX,G,AHY,F,1
2341-30320,BROWANNMD1_2008-07-11,NA,NA,B,2341-30320,OX,P,AHY,M,1
2341-30319,BROWANNMD1_2008-07-11,NA,NA,B,2341-30319,XM,P,AHY,M,1
2510-04318,NEWBCARVA1_2008-07-11,NA,NA,R,2510-04318,Y,XW,HY,M,1
2540-62925,NEWBCARVA1_2008-07-11,NA,NA,B,2540-62925,MX,R,HY,U,1
2301-56075,NEWBCARVA1_2008-07-11,NA,NA,B,2301-56075,PB,X,AHY,F,1
2540-62842,OMLAKEVMD1_2008-07-11,NA,NA,B,2540-62842,WX,R,HY,U,1
2281-69492,OMLAKEVMD1_2008-07-11,NA,NA,B,2281-69492,KM,X,AHY,F,1
2341-30137,ONTAHOUDC1_2008-07-11,NA,NA,B,2341-30137,X,PG,AHY,M,1
2301-56880,ONTAHOUDC1_2008-07-11,NA,NA,B,2301-56880,X,-,AHY,F,1
1232-87931,ONTAHOUDC1_2008-07-11,NA,NA,B,1232-87931,XM,M,AHY,F,1
1232-87932,ONTAHOUDC1_2008-07-11,NA,NA,B,1232-87932,WX,W,HY,U,1
2341-30138,ONTAHOUDC1_2008-07-11,NA,NA,B,2341-30138,X,RP,HY,U,1
1232-87933,ONTAHOUDC1_2008-07-11,NA,NA,B,1232-87933,MX,K,AHY,F,1
2301-56881,ONTAHOUDC1_2008-07-11,NA,NA,B,2301-56881,BX,WO,HY,U,1
2301-56642,DONOLORDC1_2008-07-12,NA,NA,B,2301-56642,RX,KY,AHY,M,1
2341-29325,HALLDEBVA1_2008-07-12,NA,NA,B,2341-29325,X,RY,HY,U,1
2510-03830,HALLDEBVA1_2008-07-12,NA,NA,B,2510-03830,Y,BX,AHY,F,1
2301-56544,HALLDEBVA1_2008-07-12,NA,NA,B,2301-56544,OX,WR,HY,U,1
2341-29326,HALLDEBVA1_2008-07-12,NA,NA,B,2341-29326,OW,X,AHY,M,1
2301-56076,MCLERICMD1_2008-07-12,NA,NA,B,2301-56076,P,WX,AHY,M,1
2301-56077,MCLERICMD1_2008-07-12,NA,NA,B,2301-56077,MX,P,AHY,M,1
2301-56078,MCLERICMD1_2008-07-12,NA,NA,B,2301-56078,R,PX,AHY,M,1
2301-56079,MCLERICMD1_2008-07-12,NA,NA,B,2301-56079,G,XG,AHY,M,1
2301-56080,MCLERICMD1_2008-07-12,NA,NA,B,2301-56080,PP,X,AHY,F,1
2301-56081,MCLERICMD1_2008-07-12,NA,NA,B,2301-56081,P,MX,AHY,M,1
2301-56082,MCLERICMD1_2008-07-12,NA,NA,B,2301-56082,MP,X,AHY,F,1
1272-43110,MCLERICMD1_2008-07-12,NA,NA,B,1272-43110,X,WR,AHY,F,1
2301-56083,MCLERICMD1_2008-07-12,NA,NA,B,2301-56083,X,MP,AHY,F,1
2301-56084,MCLERICMD1_2008-07-12,NA,NA,B,2301-56084,BP,X,HY,U,1
2301-56085,MCLERICMD1_2008-07-12,NA,NA,B,2301-56085,PR,X,AHY,M,1
2301-56086,MCLERICMD1_2008-07-12,NA,NA,B,2301-56086,P,BX,AHY,F,1
2540-62926,MCLERICMD1_2008-07-12,NA,NA,B,2540-62926,XW,Y,AHY,F,1
2341-30022,MCLERICMD1_2008-07-12,NA,NA,B,2341-30022,G,XO,AHY,M,1
2460-22761,WALKPATVA1_2008-07-12,NA,NA,B,2460-22761,XK,M,AHY,M,1
2301-55979,WALKPATVA1_2008-07-12,NA,NA,B,2301-55979,X,YY,AHY,M,1
2301-55780,WALKPATVA1_2008-07-12,NA,NA,B,2301-55780,GM,X,AHY,M,1
2301-55981,WALKPATVA1_2008-07-12,NA,NA,B,2301-55981,BK,X,AHY,F,1
2301-55982,WALKPATVA1_2008-07-12,NA,NA,B,2301-55982,KX,W,AHY,M,1
2301-55983,WALKPATVA1_2008-07-12,NA,NA,B,2301-55983,BX,Y,AHY,M,1
1272-43015,BUISNORVA1_2008-07-13,NA,NA,B,1272-43015,MY,X,AHY,M,1
2301-56543,BUISNORVA1_2008-07-13,NA,NA,B,2301-56543,X,WW,AHY,M,1
2301-56541,BUISNORVA1_2008-07-13,NA,NA,B,2301-56541,OX,WY,HY,U,1
2301-56540,BUISNORVA1_2008-07-13,NA,NA,B,2301-56540,WX,KR,U,U,1
2510-03831,BUISNORVA1_2008-07-13,NA,NA,B,2510-03831,KX,O,HY,U,1
1272-43016,BUISNORVA1_2008-07-13,NA,NA,B,1272-43016,XW,R,HY,U,1
2301-56538,BUISNORVA1_2008-07-13,NA,NA,B,2301-56538,WX,KG,HY,U,1
2301-56542,BUISNORVA1_2008-07-13,NA,NA,B,2301-56542,RB,X,AHY,M,1
2510-03832,BUISNORVA1_2008-07-13,NA,NA,B,2510-03832,M,XM,HY,U,1
2510-03833,BUISNORVA1_2008-07-13,NA,NA,B,2510-03833,KK,X,HY,U,1
2510-03834,BUISNORVA1_2008-07-13,NA,NA,B,2510-03834,XR,Y,HY,U,1
2341-29327,BUISNORVA1_2008-07-13,NA,NA,B,2341-29327,W,XK,U,U,1
2301-56539,BUISNORVA1_2008-07-13,NA,NA,B,2301-56539,WX,KM,HY,U,1
2301-56882,SCHUDONMD1_2008-07-14,NA,NA,B,2301-56882,P,X,AHY,M,1
2301-56883,SCHUDONMD1_2008-07-14,NA,NA,B,2301-56883,K,X,AHY,F,1
2301-56884,SCHUDONMD1_2008-07-14,NA,NA,B,2301-56884,Y,X,AHY,M,1
2341-30139,SCHUDONMD1_2008-07-14,NA,NA,B,2341-30139,XM,O,AHY,F,1
2341-30140,SCHUDONMD1_2008-07-14,NA,NA,B,2341-30140,XY,O,AHY,M,1
2301-56885,SCHUDONMD1_2008-07-14,NA,NA,B,2301-56885,O,X,AHY,F,1
2301-56886,SCHUDONMD1_2008-07-14,NA,NA,B,2301-56886,G,X,AHY,F,1
2301-56889,SCHUDONMD1_2008-07-14,NA,NA,B,2301-56889,M,X,AHY,M,1
2301-56888,SCHUDONMD1_2008-07-14,NA,NA,B,2301-56888,W,X,AHY,F,1
1232-87934,SCHUDONMD1_2008-07-14,NA,NA,B,1232-87934,YX,O,HY,U,1
2460-22762,CRONCHRVA1_2008-07-15,NA,NA,B,2460-22762,XG,Y,AHY,M,1
2460-22764,CRONCHRVA1_2008-07-15,NA,NA,B,2460-22764,X,RM,HY,U,1
2301-55985,CRONCHRVA1_2008-07-15,NA,NA,B,2301-55985,OX,W,AHY,F,1
2301-55984,CRONCHRVA1_2008-07-15,NA,NA,B,2301-55984,G,WX,AHY,M,1
2281-69428,CRONCHRVA1_2008-07-15,NA,NA,R,2281-69428,OX,R,AHY,M,1
2540-62927,EVANMICMD1_2008-07-15,NA,NA,B,2540-62927,P,PX,AHY,F,1
2301-56087,EVANMICMD1_2008-07-15,NA,NA,B,2301-56087,XB,M,AHY,M,1
2540-62929,EVANMICMD1_2008-07-15,NA,NA,B,2540-62929,PG,X,AHY,F,1
2540-62930,EVANMICMD1_2008-07-15,NA,NA,B,2540-62930,X,KO,AHY,M,1
2540-62932,EVANMICMD1_2008-07-15,NA,NA,B,2540-62932,WP,X,AHY,F,1
2540-62928,EVANMICMD1_2008-07-15,NA,NA,B,2540-62928,K,MX,AHY,F,1
2510-03835,GARDVALMD1_2008-07-15,NA,NA,B,2510-03835,XB,K,HY,U,1
2510-03836,GARDVALMD1_2008-07-15,NA,NA,B,2510-03836,M,OX,HY,U,1
2510-03837,GARDVALMD1_2008-07-15,NA,NA,B,2510-03837,KK,X,HY,U,1
2510-03838,GARDVALMD1_2008-07-15,NA,NA,B,2510-03838,WX,K,HY,U,1
2510-03839,GARDVALMD1_2008-07-15,NA,NA,B,2510-03839,MY,X,HY,U,1
2341-29328,GARDVALMD1_2008-07-15,NA,NA,B,2341-29328,X,WG,HY,U,1
1272-43017,GARDVALMD1_2008-07-15,NA,NA,B,1272-43017,OX,R,HY,U,1
1272-43018,GARDVALMD1_2008-07-15,NA,NA,B,1272-43018,X,BY,HY,U,1
2301-56643,GOMEKARMD1_2008-07-15,NA,NA,B,2301-56643,PY,X,AHY,M,1
2301-56644,GOMEKARMD1_2008-07-15,NA,NA,B,2301-56644,XG,P,AHY,M,1
2281-69494,GOMEKARMD1_2008-07-15,NA,NA,B,2281-69494,K,XM,HY,U,1
2301-56645,GOMEKARMD1_2008-07-15,NA,NA,B,2301-56645,RX,O,AHY,F,1
2301-56646,GOMEKARMD1_2008-07-15,NA,NA,B,2301-56646,RX,KO,AHY,F,1
2281-69495,GOMEKARMD1_2008-07-15,NA,NA,B,2281-69495,X,GM,HY,U,1
2540-62843,GOMEKARMD1_2008-07-15,NA,NA,B,2540-62843,W,OX,HY,U,1
2281-69493,GOMEKARMD1_2008-07-15,NA,NA,B,2281-69493,WX,M,AHY,M,1
1232-87935,JACKALADC1_2008-07-15,NA,NA,B,1232-87935,XR,W,AHY,F,1
2301-56887,JACKALADC1_2008-07-15,NA,NA,B,2301-56887,XM,K,HY,U,1
2540-63041,JACKALADC1_2008-07-15,NA,NA,B,2540-63041,O,KX,HY,U,1
2301-56890,JACKALADC1_2008-07-15,NA,NA,B,2301-56890,B,XP,AHY,F,1
2341-30141,JACKALADC1_2008-07-15,NA,NA,B,2341-30141,Y,GX,AHY,F,1
962-47750,JACKALADC1_2008-07-15,NA,NA,R,962-47750,W,GX,AHY,M,1
2540-62844,BOONGREMD1_2008-07-16,NA,NA,B,2540-62844,XR,B,HY,U,1
742-29440,BOONGREMD1_2008-07-16,NA,NA,B,742-29440,O,XM,AHY,F,1
2281-69497,BOONGREMD1_2008-07-16,NA,NA,B,2281-69497,R,XP,AHY,M,1
2341-30023,EGANMARMD1_2008-07-16,NA,NA,B,2341-30023,P,MX,AHY,M,1
2460-22765,WILELINMD1_2008-07-16,NA,NA,B,2460-22765,KX,Y,AHY,M,1
2341-30321,WILELINMD1_2008-07-16,NA,NA,B,2341-30321,PW,X,AHY,U,1
2281-69128,DAVIALIVA1_2008-07-17,NA,NA,B,2281-69128,B,XY,AHY,F,1
2341-30323,HULLJEFVA1_2008-07-17,NA,NA,B,2341-30323,PP,X,AHY,M,1
2341-30324,HULLJEFVA1_2008-07-17,NA,NA,B,2341-30324,X,WB,AHY,M,1
2460-22766,HULLJEFVA1_2008-07-17,NA,NA,B,2460-22766,O,XO,HY,U,1
2301-55991,HULLJEFVA1_2008-07-17,NA,NA,B,2301-55991,X,YW,AHY,F,1
2301-55992,HULLJEFVA1_2008-07-17,NA,NA,B,2301-55992,MG,X,AHY,M,1
2301-56647,WAPLEESVA1_2008-07-17,NA,NA,B,2301-56647,KX,K,AHY,M,1
2281-69498,WAPLEESVA1_2008-07-17,NA,NA,B,2281-69498,X,MB,AHY,M,1
742-29441,WAPLEESVA1_2008-07-17,NA,NA,B,742-29441,P,XM,HY,U,1
742-29442,WAPLEESVA1_2008-07-17,NA,NA,B,742-29442,X,WP,HY,U,1
2301-56648,WAPLEESVA1_2008-07-17,NA,NA,B,2301-56648,X,YO,AHY,F,1
2281-69499,WAPLEESVA1_2008-07-17,NA,NA,B,2281-69499,WX,K,HY,U,1
2301-56649,WAPLEESVA1_2008-07-17,NA,NA,B,2301-56649,RX,KR,HY,U,1
2251-80728,FREYFREMD1_2008-07-18,NA,NA,R,2251-80728,MG,GX,NA,NA,1
2301-56891,FREYFREMD1_2008-07-18,NA,NA,B,2301-56891,XY,P,ASY,F,1
1232-87936,FREYFREMD1_2008-07-18,NA,NA,B,1232-87936,XO,M,AHY,F,1
2301-56895,FREYFREMD1_2008-07-18,NA,NA,B,2301-56895,KX,M,AHY,M,1
1232-87937,FREYFREMD1_2008-07-18,NA,NA,B,1232-87937,M,KX,AHY,F,1
2341-30142,FREYFREMD1_2008-07-18,NA,NA,B,2341-30142,X,WP,AHY,M,1
2540-63043,FREYFREMD1_2008-07-18,NA,NA,B,2540-63043,MK,X,HY,U,1
2540-63045,FREYFREMD1_2008-07-18,NA,NA,B,2540-63045,MX,W,HY,U,1
2301-56896,FREYFREMD1_2008-07-18,NA,NA,B,2301-56896,MW,X,AHY,F,1
2301-56897,FREYFREMD1_2008-07-18,NA,NA,B,2301-56897,KX,KR,AHY,M,1
2301-56898,FREYFREMD1_2008-07-18,NA,NA,B,2301-56898,KX,KG,AHY,M,1
2301-56899,FREYFREMD1_2008-07-18,NA,NA,B,2301-56899,KX,KW,AHY,F,1
2301-56893,FREYFREMD1_2008-07-18,NA,NA,B,2301-56893,BX,WG,ASY,F,1
2301-56892,FREYFREMD1_2008-07-18,NA,NA,B,2301-56892,BX,WR,ASY,M,1
2301-56894,FREYFREMD1_2008-07-18,NA,NA,B,2301-56894,KX,O,AHY,F,1
2540-63042,FREYFREMD1_2008-07-18,NA,NA,B,2540-63042,YX,G,HY,U,1
2341-30143,FREYFREMD1_2008-07-18,NA,NA,B,2341-30143,XM,K,AHY,F,1
2540-63044,FREYFREMD1_2008-07-18,NA,NA,B,2540-63044,OR,X,HY,U,1
2341-30024,HUNTDAVMD2_2008-07-18,NA,NA,B,2341-30024,XP,R,AHY,F,1
2251-80318,KESTSABDC1_2008-07-18,NA,NA,B,2251-80318,P,XM,AHY,M,1
2301-55986,SIMOROSVA1_2008-07-18,NA,NA,B,2301-55986,GX,W,HY,U,1
2301-55987,SIMOROSVA1_2008-07-18,NA,NA,B,2301-55987,MY,X,HY,M,1
2301-55988,SIMOROSVA1_2008-07-18,NA,NA,B,2301-55988,-,X,AHY,M,1
2301-55989,SIMOROSVA1_2008-07-18,NA,NA,B,2301-55989,YW,X,HY,U,1
2301-55990,SIMOROSVA1_2008-07-18,NA,NA,B,2301-55990,XK,O,AHY,F,1
1202-99051,SIMOROSVA1_2008-07-18,NA,NA,B,1202-99051,WX,Y,AHY,M,1
2341-30322,SIMOROSVA1_2008-07-18,NA,NA,B,2341-30322,X,PO,AHY,M,1
2540-62845,ZAMBTRAMD1_2008-07-18,NA,NA,B,2540-62845,X,YR,AHY,F,1
2281-69500,ZAMBTRAMD1_2008-07-18,NA,NA,B,2281-69500,XR,G,HY,U,1
2460-22854,ZAMBTRAMD1_2008-07-18,NA,NA,R,2460-22854,W,BX,AHY,M,1
2301-56088,LINDHANMD1_2008-07-19,NA,NA,B,2301-56088,XM,P,AHY,F,1
2301-56090,LINDHANMD1_2008-07-19,NA,NA,B,2301-56090,PX,M,AHY,M,1
2301-56089,LINDHANMD1_2008-07-19,NA,NA,B,2301-56089,KM,X,AHY,M,1
2341-30025,LINDHANMD1_2008-07-19,NA,NA,B,2341-30025,B,XB,NA,NA,1
2540-62846,PATTPARMD1_2008-07-19,NA,NA,B,2540-62846,B,XY,AHY,M,1
2540-62847,PATTPARMD1_2008-07-19,NA,NA,B,2540-62847,MX,W,HY,U,1
2540-62848,PATTPARMD1_2008-07-19,NA,NA,B,2540-62848,Y,XO,AHY,F,1
2341-29601,PATTPARMD1_2008-07-19,NA,NA,B,2341-29601,B,KX,HY,U,1
2540-62849,PATTPARMD1_2008-07-19,NA,NA,B,2540-62849,G,XO,HY,U,1
2510-03840,DECHKIMMD2_2008-07-20,NA,NA,B,2510-03840,O,RX,HY,U,1
1272-43019,DECHKIMMD2_2008-07-20,NA,NA,B,1272-43019,OY,X,AHY,F,1
2341-29329,DECHKIMMD2_2008-07-20,NA,NA,B,2341-29329,X,WB,HY,U,1
2341-29330,DECHKIMMD2_2008-07-20,NA,NA,B,2341-29330,XG,W,HY,U,1
2510-03841,DECHKIMMD2_2008-07-20,NA,NA,B,2510-03841,B,MX,HY,U,1
2301-56537,ASSMCARMD1_2008-07-21,NA,NA,B,2301-56537,OX,WO,HY,U,1
2301-56533,ASSMCARMD1_2008-07-21,NA,NA,B,2301-56533,OX,WM,HY,U,1
2510-03842,ASSMCARMD1_2008-07-21,NA,NA,B,2510-03842,W,XO,HY,U,1
2341-29332,ASSMCARMD1_2008-07-21,NA,NA,B,2341-29332,X,YB,U,U,1
1991-46166,ASSMCARMD1_2008-07-21,NA,NA,R,1991-46166,XO,M,AHY,M,1
