birdID,visitID,timeEnc,observerCapture,typeCapture,bandNumber,colorComboL,colorComboR,age,sex,dispositionCode
1342-74135,ECKLJULPA1_2015-07-01,NA,NA,B,1342-74135,OX,P,ASY,F,1
2651-56570,ECKLJULPA1_2015-07-01,NA,NA,B,2651-56570,R,XP,HY,M,1
2651-56571,ECKLJULPA1_2015-07-01,NA,NA,B,2651-56571,W,PX,AHY,F,1
2651-56572,ECKLJULPA1_2015-07-01,NA,NA,B,2651-56572,X,MO,AHY,F,1
2651-56573,ECKLJULPA1_2015-07-01,NA,NA,B,2651-56573,X,YP,AHY,M,1
2651-56574,ECKLJULPA1_2015-07-01,NA,NA,B,2651-56574,W,XM,HY,M,1
2711-77267,ECKLJULPA1_2015-07-01,NA,NA,B,2711-77267,W,PX,HY,U,1
2711-77268,ECKLJULPA1_2015-07-01,NA,NA,B,2711-77268,RX,G,AHY,U,1
2711-77269,ECKLJULPA1_2015-07-01,NA,NA,B,2711-77269,W,BX,ASY,M,1
2711-77270,ECKLJULPA1_2015-07-01,NA,NA,B,2711-77270,B,YX,AHY,F,1
2711-77271,ECKLJULPA1_2015-07-01,NA,NA,B,2711-77271,RX,P,HY,U,1
2750-64055,ECKLJULPA1_2015-07-01,NA,NA,B,2750-64055,X,GO,AHY,U,1
2750-64056,ECKLJULPA1_2015-07-01,NA,NA,B,2750-64056,R,XO,AHY,U,1
2750-64057,ECKLJULPA1_2015-07-01,NA,NA,B,2750-64057,BX,G,AHY,F,1
2750-64058,ECKLJULPA1_2015-07-01,NA,NA,B,2750-64058,KY,X,SY,F,1
2750-64059,ECKLJULPA1_2015-07-01,NA,NA,B,2750-64059,BO,X,AHY,U,1
2710-54018,ECKLJULPA1_2015-07-01,NA,NA,R,2710-54018,XW,W,SY,F,1
2641-96778,FLAMSCOFL1_2015-07-01,NA,NA,B,2641-96778,-,UNK,AHY,F,1
2711-54772,MARIJAYGA1_2015-07-01,NA,NA,B,2711-54772,OX,Y,NA,NA,1
2711-54773,MARIJAYGA1_2015-07-01,NA,NA,B,2711-54773,X,BW,AHY,F,1
2651-47463,MARIJAYGA1_2015-07-01,NA,NA,B,2651-47463,YK,X,NA,NA,1
2291-44251,MCMAANDMA1_2015-07-01,NA,NA,B,2291-44251,Y,BX,AHY,M,1
2571-89980,NZPEDZODC1_2015-07-01,NA,NA,B,2571-89980,X,MP,AHY,M,1
1352-46575,NZPEDZODC1_2015-07-01,NA,NA,B,1352-46575,XP,K,AHY,F,1
2180-92570,SALITYLNC1_2015-07-01,08:30:00,NA,B,2180-92570,M,YX,AHY,U,1
2180-92571,SALITYLNC1_2015-07-01,08:30:00,NA,B,2180-92571,O,XB,HY,U,1
2711-64167,SALITYLNC1_2015-07-01,09:00:00,NA,B,2711-64167,R,XY,HY,U,1
2711-64168,SALITYLNC1_2015-07-01,09:15:00,NA,B,2711-64168,XO,G,HY,U,1
951-61583,SALITYLNC1_2015-07-01,09:15:00,NA,B,951-61583,OX,Y,AHY,F,1
951-61584,SALITYLNC1_2015-07-01,09:40:00,NA,B,951-61584,O,XG,AHY,M,1
951-61585,SALITYLNC1_2015-07-01,10:50:00,NA,B,951-61585,MR,X,AHY,M,1
2180-92572,SALITYLNC1_2015-07-01,11:00:00,NA,B,2180-92572,W,GX,HY,U,1
2180-92573,SALITYLNC1_2015-07-01,11:20:00,NA,B,2180-92573,W,OX,HY,U,1
951-61586,SALITYLNC1_2015-07-01,12:00:00,NA,B,951-61586,R,GX,AHY,F,1
2180-92574,SALITYLNC1_2015-07-01,12:00:00,NA,B,2180-92574,KX,G,AHY,U,1
1352-63564,SPLAMARMA1_2015-07-01,NA,NA,B,1352-63564,X,KG,HY,U,1
1352-63565,SPLAMARMA1_2015-07-01,NA,NA,B,1352-63565,X,MY,HY,U,1
2651-43280,SPLAMARMA1_2015-07-01,NA,NA,B,2651-43280,M,KX,SY,M,1
1352-63566,SPLAMARMA1_2015-07-01,NA,NA,B,1352-63566,Y,XG,AHY,M,1
2571-83134,SPLAMARMA1_2015-07-01,NA,NA,B,2571-83134,X,MY,AHY,M,1
2571-83135,SPLAMARMA1_2015-07-01,NA,NA,B,2571-83135,XO,R,HY,U,1
1342-74136,BERNKENPA1_2015-07-02,NA,NA,B,1342-74136,XW,P,SY,F,1
1342-74137,BERNKENPA1_2015-07-02,NA,NA,B,1342-74137,X,RB,HY,U,1
2651-56575,BERNKENPA1_2015-07-02,NA,NA,B,2651-56575,XW,P,SY,M,1
2711-77272,BERNKENPA1_2015-07-02,NA,NA,B,2711-77272,WX,K,SY,F,1
2711-77273,BERNKENPA1_2015-07-02,NA,NA,B,2711-77273,XB,R,AHY,M,1
2711-77274,BERNKENPA1_2015-07-02,NA,NA,B,2711-77274,YX,R,SY,M,1
2711-77275,BERNKENPA1_2015-07-02,NA,NA,B,2711-77275,XW,G,HY,U,1
2750-64060,BERNKENPA1_2015-07-02,NA,NA,B,2750-64060,XR,P,AHY,F,1
2750-64061,BERNKENPA1_2015-07-02,NA,NA,B,2750-64061,YX,Y,AHY,M,1
2750-64062,BERNKENPA1_2015-07-02,NA,NA,B,2750-64062,YX,R,HY,U,1
2750-64063,BERNKENPA1_2015-07-02,NA,NA,B,2750-64063,XO,O,AHY,U,1
2750-64064,BERNKENPA1_2015-07-02,NA,NA,B,2750-64064,X,BY,AHY,F,1
2750-64065,BERNKENPA1_2015-07-02,NA,NA,B,2750-64065,X,RB,HY,U,1
1352-46310,BERNKENPA1_2015-07-02,NA,NA,R,1352-46310,-,-,ASY,M,1
2531-74533,DAVIKELVA1_2015-07-02,NA,NA,B,2531-74533,PX,Y,ASY,M,1
2531-74534,DAVIKELVA1_2015-07-02,NA,NA,B,2531-74534,O,MX,ASY,F,1
2730-26421,DAVIKELVA1_2015-07-02,NA,NA,B,2730-26421,R,RX,HY,U,1
1342-72987,DAVIKELVA1_2015-07-02,NA,NA,B,1342-72987,WO,X,AHY,M,1
2661-31583,DAVIKELVA1_2015-07-02,NA,NA,B,2661-31583,XR,B,AHY,M,1
2661-31584,DAVIKELVA1_2015-07-02,NA,NA,B,2661-31584,MX,W,HY,U,1
2531-74535,DAVIKELVA1_2015-07-02,NA,NA,B,2531-74535,X,RG,AHY,M,1
2661-31585,DAVIKELVA1_2015-07-02,NA,NA,B,2661-31585,XK,G,AHY,F,1
2711-64118,GLORPETNC1_2015-07-02,NA,NA,B,2711-64118,R,XO,AHY,M,1
2711-64119,GLORPETNC1_2015-07-02,NA,NA,B,2711-64119,WX,G,AHY,F,1
2750-35069,JOHAHEAMA1_2015-07-02,NA,NA,B,2750-35069,X,MR,HY,U,1
2750-35070,JOHAHEAMA1_2015-07-02,NA,NA,B,2750-35070,XB,B,HY,U,1
2651-43301,JOHAHEAMA1_2015-07-02,NA,NA,B,2651-43301,XP,W,AHY,M,1
2720-99696,WARRPAIMA1_2015-07-02,NA,NA,B,2720-99696,X,PY,HY,U,1
2720-99695,WARRPAIMA1_2015-07-02,NA,NA,B,2720-99695,XW,R,HY,U,1
2720-99697,WARRPAIMA1_2015-07-02,NA,NA,B,2720-99697,P,XB,HY,U,1
2730-27530,WARRPAIMA1_2015-07-02,NA,NA,R,2730-27530,R,XY,AHY,M,1
2571-83136,WARRPAIMA1_2015-07-02,NA,NA,B,2571-83136,XW,G,AHY,M,1
2651-43281,WARRPAIMA1_2015-07-02,NA,NA,B,2651-43281,X,WP,SY,F,1
2720-99694,WARRPAIMA1_2015-07-02,NA,NA,B,2720-99694,W,OX,AHY,M,1
2651-43282,WARRPAIMA1_2015-07-02,NA,NA,B,2651-43282,X,GG,AHY,M,1
2421-11390,CAHAGABMD1_2015-07-03,NA,NA,B,2421-11390,PX,P,AHY,M,1
2421-11391,CAHAGABMD1_2015-07-03,NA,NA,B,2421-11391,R,WX,AHY,U,1
2710-53779,CAHAGABMD1_2015-07-03,NA,NA,B,2710-53779,G,GX,AHY,U,1
2421-11392,CAHAGABMD1_2015-07-03,NA,NA,B,2421-11392,O,BX,AHY,F,1
2341-30170,CAHAGABMD1_2015-07-03,NA,NA,R,2341-30170,XM,P,AHY,U,1
2750-51218,FERNKARNC1_2015-07-03,NA,NA,B,2750-51218,X,GM,HY,U,1
1342-74138,HARVJILPA1_2015-07-03,NA,NA,B,1342-74138,XB,R,ASY,F,1
2711-77276,HARVJILPA1_2015-07-03,NA,NA,B,2711-77276,XB,R,AHY,F,1
2750-64066,HARVJILPA1_2015-07-03,NA,NA,B,2750-64066,XB,W,HY,U,1
2651-47464,HORNMARGA1_2015-07-03,NA,NA,B,2651-47464,X,RB,AHY,M,1
2651-47465,HORNMARGA1_2015-07-03,NA,NA,B,2651-47465,X,WW,AHY,F,1
2651-47466,HORNMARGA1_2015-07-03,NA,NA,B,2651-47466,K,YX,AHY,F,1
2711-54774,HORNMARGA1_2015-07-03,NA,NA,B,2711-54774,O,XG,AHY,M,1
2651-56742,HUNTDAVMD2_2015-07-03,NA,NA,B,2651-56742,Y,XR,ASY,F,1
2711-77614,HUNTDAVMD2_2015-07-03,NA,NA,B,2711-77614,W,YX,HY,U,1
2651-56743,HUNTDAVMD2_2015-07-03,NA,NA,B,2651-56743,X,PY,SY,F,1
2651-56745,HUNTDAVMD2_2015-07-03,NA,NA,B,2651-56745,W,PX,HY,U,1
2711-77615,HUNTDAVMD2_2015-07-03,NA,NA,B,2711-77615,RY,X,AHY,M,1
2651-56744,HUNTDAVMD2_2015-07-03,NA,NA,B,2651-56744,XO,G,SY,M,1
2641-63981,HUNTDAVMD2_2015-07-03,NA,NA,R,2641-63981,PX,Y,SY,F,1
1352-45830,KELLERIPA1_2015-07-03,NA,NA,B,1352-45830,YX,G,ASY,F,1
2441-14868,KELLERIPA1_2015-07-03,NA,NA,B,2441-14868,XO,W,HY,U,1
2441-14869,KELLERIPA1_2015-07-03,NA,NA,B,2441-14869,YY,X,HY,U,1
2441-14870,KELLERIPA1_2015-07-03,NA,NA,B,2441-14870,PX,MX,AHY,M,1
2441-14871,KELLERIPA1_2015-07-03,NA,NA,B,2441-14871,YW,X,HY,U,1
2441-14872,KELLERIPA1_2015-07-03,NA,NA,B,2441-14872,XY,B,SY,F,1
2441-14873,KELLERIPA1_2015-07-03,NA,NA,B,2441-14873,XY,B,HY,U,1
2441-14874,KELLERIPA1_2015-07-03,NA,NA,B,2441-14874,MW,X,HY,U,1
2441-14875,KELLERIPA1_2015-07-03,NA,NA,B,2441-14875,YX,G,SY,M,1
2651-56638,KELLERIPA1_2015-07-03,NA,NA,B,2651-56638,XW,R,AHY,M,1
2750-64143,KELLERIPA1_2015-07-03,NA,NA,B,2750-64143,YX,G,HY,U,1
2750-64144,KELLERIPA1_2015-07-03,NA,NA,B,2750-64144,XW,R,AHY,U,1
2750-35072,MCKICAIMA1_2015-07-03,NA,NA,B,2750-35072,GX,P,AHY,F,1
2651-43302,MCKICAIMA1_2015-07-03,NA,NA,B,2651-43302,RX,P,HY,U,1
2750-35701,MCKICAIMA1_2015-07-03,NA,NA,B,2750-35701,M,WX,HY,U,1
1352-45906,MORRDOUPA1_2015-07-03,NA,NA,B,1352-45906,M,OX,HY,U,1
2430-14784,MORRDOUPA1_2015-07-03,NA,NA,B,2430-14784,O,XK,HY,U,1
2430-14785,MORRDOUPA1_2015-07-03,NA,NA,B,2430-14785,OG,X,HY,U,1
2430-14786,MORRDOUPA1_2015-07-03,NA,NA,B,2430-14786,BO,X,ASY,M,1
2430-14787,MORRDOUPA1_2015-07-03,NA,NA,B,2430-14787,K,OX,ASY,F,1
2651-56657,MORRDOUPA1_2015-07-03,NA,NA,B,2651-56657,KR,X,SY,M,1
2651-56658,MORRDOUPA1_2015-07-03,NA,NA,B,2651-56658,B,XP,HY,M,1
2711-77472,MORRDOUPA1_2015-07-03,NA,NA,B,2711-77472,M,XK,SY,M,1
2711-77473,MORRDOUPA1_2015-07-03,NA,NA,B,2711-77473,M,XR,ASY,M,1
2711-77474,MORRDOUPA1_2015-07-03,NA,NA,B,2711-77474,B,XP,SY,M,1
2711-77475,MORRDOUPA1_2015-07-03,NA,NA,B,2711-77475,X,KW,ASY,M,1
2711-77476,MORRDOUPA1_2015-07-03,NA,NA,B,2711-77476,X,KP,ASY,M,1
2711-77477,PATTMYRPA1_2015-07-03,NA,NA,B,2711-77477,Y,XO,ASY,M,1
2711-77478,PATTMYRPA1_2015-07-03,NA,NA,B,2711-77478,Y,XW,ASY,F,1
2651-56659,BIREROYPA1_2015-07-04,NA,NA,B,2651-56659,M,BX,AHY,M,1
2651-56660,BIREROYPA1_2015-07-04,NA,NA,B,2651-56660,X,BP,AHY,M,1
2711-77479,BIREROYPA1_2015-07-04,NA,NA,B,2711-77479,X,BO,ASY,M,1
2711-77480,BIREROYPA1_2015-07-04,NA,NA,B,2711-77480,R,KX,HY,U,1
2651-56576,GUARMARPA1_2015-07-04,NA,NA,B,2651-56576,XR,G,ASY,F,1
2651-56577,GUARMARPA1_2015-07-04,NA,NA,B,2651-56577,XR,P,SY,M,1
2651-56578,GUARMARPA1_2015-07-04,NA,NA,B,2651-56578,XR,W,AHY,F,1
2711-77278,GUARMARPA1_2015-07-04,NA,NA,B,2711-77278,XW,K,SY,M,1
2711-77279,GUARMARPA1_2015-07-04,NA,NA,B,2711-77279,XY,O,ASY,F,1
2750-64067,GUARMARPA1_2015-07-04,NA,NA,B,2750-64067,XR,G,AHY,F,1
2750-64068,GUARMARPA1_2015-07-04,NA,NA,B,2750-64068,XR,G,SY,M,1
2750-64069,GUARMARPA1_2015-07-04,NA,NA,B,2750-64069,XW,P,AHY,U,1
2750-64070,GUARMARPA1_2015-07-04,NA,NA,B,2750-64070,XW,W,HY,U,1
2750-35073,MCKICAIMA1_2015-07-04,NA,NA,B,2750-35073,G,XY,HY,U,1
1352-45831,BOREJOYPA1_2015-07-05,NA,NA,B,1352-45831,Y,XG,SY,F,1
2441-14876,BOREJOYPA1_2015-07-05,NA,NA,B,2441-14876,Y,XG,HY,U,1
2441-14877,BOREJOYPA1_2015-07-05,NA,NA,B,2441-14877,X,RP,ASY,F,1
2441-14878,BOREJOYPA1_2015-07-05,NA,NA,B,2441-14878,XB,W,ASY,M,1
2441-14879,BOREJOYPA1_2015-07-05,NA,NA,B,2441-14879,XB,W,HY,U,1
2441-14880,BOREJOYPA1_2015-07-05,NA,NA,B,2441-14880,Y,XG,AHY,M,1
2651-56637,BOREJOYPA1_2015-07-05,NA,NA,B,2651-56637,X,GY,ASY,M,1
2750-64145,BOREJOYPA1_2015-07-05,NA,NA,B,2750-64145,Y,XG,HY,U,1
2750-64146,BOREJOYPA1_2015-07-05,NA,NA,B,2750-64146,X,GB,AHY,U,1
2750-64147,BOREJOYPA1_2015-07-05,NA,NA,B,2750-64147,XR,B,AHY,U,1
1352-45907,WILKAMYPA1_2015-07-05,NA,NA,B,1352-45907,Y,MX,ASY,M,1
2430-14788,WILKAMYPA1_2015-07-05,NA,NA,B,2430-14788,KB,X,AHY,M,1
2430-14789,WILKAMYPA1_2015-07-05,NA,NA,B,2430-14789,OX,G,HY,U,1
2430-14790,WILKAMYPA1_2015-07-05,NA,NA,B,2430-14790,OX,R,ASY,F,1
2430-14791,WILKAMYPA1_2015-07-05,NA,NA,B,2430-14791,GX,K,HY,U,1
2430-14792,WILKAMYPA1_2015-07-05,NA,NA,B,2430-14792,B,OX,SY,M,1
2651-56661,WILKAMYPA1_2015-07-05,NA,NA,B,2651-56661,KR,X,AHY,M,1
2651-56662,WILKAMYPA1_2015-07-05,NA,NA,B,2651-56662,K,PX,SY,M,1
2711-77481,WILKAMYPA1_2015-07-05,NA,NA,B,2711-77481,W,KX,ASY,F,1
2711-77482,WILKAMYPA1_2015-07-05,NA,NA,B,2711-77482,X,-,AHY,M,1
2711-77483,WILKAMYPA1_2015-07-05,NA,NA,B,2711-77483,KX,B,ASY,M,1
2711-77484,WILKAMYPA1_2015-07-05,NA,NA,B,2711-77484,WO,X,SY,M,1
2711-77485,WILKAMYPA1_2015-07-05,NA,NA,B,2711-77485,K,WX,HY,U,1
2711-77486,WILKAMYPA1_2015-07-05,NA,NA,B,2711-77486,O,OX,SY,F,1
2531-74536,WOLFKARDC1_2015-07-05,NA,NA,B,2531-74536,X,WW,SY,M,1
2531-74537,WOLFKARDC1_2015-07-05,NA,NA,B,2531-74537,X,KG,HY,U,1
2661-31586,WOLFKARDC1_2015-07-05,NA,NA,B,2661-31586,RY,X,AHY,M,1
1352-45908,BOZESARPA1_2015-07-06,NA,NA,B,1352-45908,XR,R,HY,U,1
1352-45909,BOZESARPA1_2015-07-06,NA,NA,B,1352-45909,XW,O,ASY,M,1
1352-45910,BOZESARPA1_2015-07-06,NA,NA,B,1352-45910,GX,B,ASY,M,1
1352-45911,BOZESARPA1_2015-07-06,NA,NA,B,1352-45911,YX,R,SY,M,1
2430-14793,BOZESARPA1_2015-07-06,NA,NA,B,2430-14793,X,-,AHY,M,1
2430-14794,BOZESARPA1_2015-07-06,NA,NA,B,2430-14794,X,-,AHY,F,1
2430-14795,BOZESARPA1_2015-07-06,NA,NA,B,2430-14795,X,-,ASY,M,1
2430-14796,BOZESARPA1_2015-07-06,NA,NA,B,2430-14796,X,-,AHY,F,1
2430-14797,BOZESARPA1_2015-07-06,NA,NA,B,2430-14797,X,-,AHY,F,1
2430-14800,BOZESARPA1_2015-07-06,NA,NA,B,2430-14800,X,-,ASY,M,1
2651-56663,BOZESARPA1_2015-07-06,NA,NA,B,2651-56663,GX,K,ASY,F,1
2651-56664,BOZESARPA1_2015-07-06,NA,NA,B,2651-56664,XR,Y,ASY,M,1
2651-56665,BOZESARPA1_2015-07-06,NA,NA,B,2651-56665,XW,R,ASY,M,1
2651-56666,BOZESARPA1_2015-07-06,NA,NA,B,2651-56666,KX,R,HY,U,1
2651-56667,BOZESARPA1_2015-07-06,NA,NA,B,2651-56667,KG,X,ASY,M,1
2710-54036,BOZESARPA1_2015-07-06,NA,NA,B,2710-54036,X,-,ASY,U,1
2711-77487,BOZESARPA1_2015-07-06,NA,NA,B,2711-77487,X,OW,SY,M,1
2711-77488,BOZESARPA1_2015-07-06,NA,NA,B,2711-77488,GX,K,ASY,M,1
2711-77489,BOZESARPA1_2015-07-06,NA,NA,B,2711-77489,XW,R,ASY,M,1
2711-77490,BOZESARPA1_2015-07-06,NA,NA,B,2711-77490,XK,P,ASY,M,1
2711-77491,BOZESARPA1_2015-07-06,NA,NA,B,2711-77491,MX,G,ASY,F,1
2711-77492,BOZESARPA1_2015-07-06,NA,NA,B,2711-77492,X,GP,ASY,M,1
2711-77493,BOZESARPA1_2015-07-06,NA,NA,B,2711-77493,Y,XK,SY,M,1
2711-77494,BOZESARPA1_2015-07-06,NA,NA,B,2711-77494,XY,K,HY,U,1
2711-77495,BOZESARPA1_2015-07-06,NA,NA,B,2711-77495,YX,M,ASY,M,1
2421-11393,BUISNORVA1_2015-07-06,NA,NA,B,2421-11393,Y,XM,AHY,M,1
2750-41401,BUISNORVA1_2015-07-06,NA,NA,B,2750-41401,OX,W,AHY,F,1
2750-41402,BUISNORVA1_2015-07-06,NA,NA,B,2750-41402,RM,X,AHY,F,1
2661-31882,BUISNORVA1_2015-07-06,NA,NA,B,2661-31882,OX,R,AHY,M,1
2661-31883,BUISNORVA1_2015-07-06,NA,NA,B,2661-31883,XY,O,AHY,F,1
2750-41373,CAMPROSMD1_2015-07-06,NA,NA,B,2750-41373,X,WW,HY,U,1
2750-41372,CAMPROSMD1_2015-07-06,NA,NA,B,2750-41372,XW,Y,HY,U,1
2651-56746,CAMPROSMD1_2015-07-06,NA,NA,B,2651-56746,PB,X,SY,F,1
1292-64573,CAMPROSMD1_2015-07-06,NA,NA,B,1292-64573,P,YX,AHY,F,1
1292-64574,CAMPROSMD1_2015-07-06,NA,NA,B,1292-64574,P,PX,AHY,M,1
1292-64575,CAMPROSMD1_2015-07-06,NA,NA,B,1292-64575,WW,RX,AHY,M,1
2651-56747,CAMPROSMD1_2015-07-06,NA,NA,B,2651-56747,W,OX,HY,U,1
2651-56748,CAMPROSMD1_2015-07-06,NA,NA,B,2651-56748,W,MX,HY,U,1
2651-56749,CAMPROSMD1_2015-07-06,NA,NA,B,2651-56749,RO,X,SY,M,1
2651-56750,CAMPROSMD1_2015-07-06,NA,NA,B,2651-56750,OX,P,ASY,F,1
1352-63567,CHARANDMA1_2015-07-06,NA,NA,B,1352-63567,XR,W,AHY,F,1
2720-99698,CHARANDMA1_2015-07-06,NA,NA,B,2720-99698,X,YP,AHY,M,1
2720-99699,CHARANDMA1_2015-07-06,NA,NA,B,2720-99699,X,OG,AHY,U,1
2750-35101,CHARANDMA1_2015-07-06,NA,NA,B,2750-35101,XP,R,HY,U,1
2720-99700,CHARANDMA1_2015-07-06,NA,NA,B,2720-99700,PG,X,AHY,U,1
2750-35102,CHARANDMA1_2015-07-06,NA,NA,B,2750-35102,XO,Y,AHY,F,1
1342-16738,DAVIJENGA1_2015-07-06,NA,NA,B,1342-16738,BO,X,AHY,F,1
1342-16739,DAVIJENGA1_2015-07-06,NA,NA,B,1342-16739,XY,Y,HY,U,1
2531-74538,MILLJOEMD1_2015-07-06,NA,NA,B,2531-74538,O,XB,HY,U,1
2730-26422,MILLJOEMD1_2015-07-06,NA,NA,B,2730-26422,W,XG,AHY,M,1
2661-31588,MILLJOEMD1_2015-07-06,NA,NA,B,2661-31588,WY,X,AHY,F,1
2661-31587,MILLJOEMD1_2015-07-06,NA,NA,B,2661-31587,K,XG,HY,U,1
2730-26423,MILLJOEMD1_2015-07-06,NA,NA,B,2730-26423,BX,B,HY,U,1
2730-26424,MILLJOEMD1_2015-07-06,NA,NA,B,2730-26424,X,YW,AHY,M,1
2651-47651,MILLJOEMD1_2015-07-06,NA,NA,B,2651-47651,X,PP,ASY,M,1
2651-47652,MILLJOEMD1_2015-07-06,NA,NA,B,2651-47652,Y,X,ASY,M,1
2750-64217,MILLJOEMD1_2015-07-06,NA,NA,B,2750-64217,G,XG,AHY,M,1
2571-89936,MILLJOEMD1_2015-07-06,NA,NA,R,2571-89936,X,GO,AHY,F,1
2571-89937,MILLJOEMD1_2015-07-06,NA,NA,R,2571-89937,X,RG,AHY,M,1
2641-96843,MISSEDDC1_2015-07-06,NA,NA,B,2641-96843,G,XR,AHY,M,1
2641-96842,MISSEDDC1_2015-07-06,NA,NA,B,2641-96842,Y,OX,SY,M,1
1352-46574,MISSEDDC1_2015-07-06,NA,NA,B,1352-46574,P,PX,HY,U,1
2750-64218,WILLTINVA1_2015-07-06,NA,NA,B,2750-64218,XO,K,HY,U,1
1352-46400,BEVIPETPA1_2015-07-07,NA,NA,B,1352-46400,X,-,SY,F,1
2401-30847,BEVIPETPA1_2015-07-07,NA,NA,B,2401-30847,X,-,HY,U,1
2401-30848,BEVIPETPA1_2015-07-07,NA,NA,B,2401-30848,X,-,ASY,F,1
2651-56668,BEVIPETPA1_2015-07-07,NA,NA,B,2651-56668,G,PX,ASY,M,1
2651-56669,BEVIPETPA1_2015-07-07,NA,NA,B,2651-56669,M,XB,HY,U,1
2651-56670,BEVIPETPA1_2015-07-07,NA,NA,B,2651-56670,O,KX,SY,M,1
2651-56671,BEVIPETPA1_2015-07-07,NA,NA,B,2651-56671,O,RX,ASY,M,1
2710-54037,BEVIPETPA1_2015-07-07,NA,NA,B,2710-54037,O,GX,SY,M,1
2710-54038,BEVIPETPA1_2015-07-07,NA,NA,B,2710-54038,BX,O,AHY,U,1
2710-54039,BEVIPETPA1_2015-07-07,NA,NA,B,2710-54039,GX,R,AHY,U,1
2541-40592,BEVIPETPA1_2015-07-07,NA,NA,R,2541-40592,K,XO,ASY,M,1
1352-45832,GURTMARPA1_2015-07-07,NA,NA,B,1352-45832,YX,W,ASY,F,1
2441-14881,GURTMARPA1_2015-07-07,NA,NA,B,2441-14881,Y,XM,ASY,M,1
2441-14883,GURTMARPA1_2015-07-07,NA,NA,B,2441-14883,X,OY,AHY,M,1
2541-14882,GURTMARPA1_2015-07-07,NA,NA,B,2541-14882,X,BP,ASY,M,1
2651-56630,GURTMARPA1_2015-07-07,NA,NA,B,2651-56630,RP,X,AHY,M,1
2651-56631,GURTMARPA1_2015-07-07,NA,NA,B,2651-56631,X,BP,ASY,M,1
2651-56632,GURTMARPA1_2015-07-07,NA,NA,B,2651-56632,YP,X,AHY,F,1
2651-56633,GURTMARPA1_2015-07-07,NA,NA,B,2651-56633,YO,X,HY,U,1
2651-56634,GURTMARPA1_2015-07-07,NA,NA,B,2651-56634,X,PM,AHY,M,1
2651-56635,GURTMARPA1_2015-07-07,NA,NA,B,2651-56635,YX,W,ASY,M,1
2651-56636,GURTMARPA1_2015-07-07,NA,NA,B,2651-56636,YX,W,AHY,F,1
2750-64148,GURTMARPA1_2015-07-07,NA,NA,B,2750-64148,YX,W,HY,U,1
2541-40600,GURTMARPA1_2015-07-07,NA,NA,R,2541-40600,R,XO,ASY,M,1
2750-35103,JORGJANMA1_2015-07-07,NA,NA,B,2750-35103,KX,O,AHY,M,1
2750-35104,JORGJANMA1_2015-07-07,NA,NA,B,2750-35104,Y,XP,HY,U,1
2651-43284,JORGJANMA1_2015-07-07,NA,NA,B,2651-43284,B,XP,HY,U,1
2651-43283,JORGJANMA1_2015-07-07,NA,NA,B,2651-43283,OP,X,SY,F,1
2571-83137,JORGJANMA1_2015-07-07,NA,NA,B,2571-83137,XR,Y,AHY,M,1
2571-83138,JORGJANMA1_2015-07-07,NA,NA,B,2571-83138,YX,P,U,U,1
1342-72988,LEONTESDC1_2015-07-07,NA,NA,B,1342-72988,X,MB,AHY,F,1
2531-74539,LEONTESDC1_2015-07-07,NA,NA,B,2531-74539,R,XM,SY,M,1
2531-74540,LEONTESDC1_2015-07-07,NA,NA,B,2531-74540,R,OX,ASY,M,1
2531-74541,LEONTESDC1_2015-07-07,NA,NA,B,2531-74541,XB,Y,ASY,M,1
2531-74542,LEONTESDC1_2015-07-07,NA,NA,B,2531-74542,KX,G,SY,F,1
1212-27612,STEPJANMA1_2015-07-07,NA,NA,B,1212-27612,OX,B,HY,U,1
2651-43305,STEPJANMA1_2015-07-07,NA,NA,B,2651-43305,X,PR,HY,U,1
2651-43310,STEPJANMA1_2015-07-07,NA,NA,B,2651-43310,XR,M,AHY,M,1
2651-43308,STEPJANMA1_2015-07-07,NA,NA,B,2651-43308,KX,Y,HY,U,1
2651-43309,STEPJANMA1_2015-07-07,NA,NA,B,2651-43309,GX,O,HY,U,1
2651-43306,STEPJANMA1_2015-07-07,NA,NA,B,2651-43306,M,OX,SY,M,1
2651-43303,STEPJANMA1_2015-07-07,NA,NA,B,2651-43303,P,XO,HY,U,1
2651-43304,STEPJANMA1_2015-07-07,NA,NA,B,2651-43304,P,WX,HY,U,1
2651-43311,STEPJANMA1_2015-07-07,NA,NA,B,2651-43311,PX,Y,AHY,F,1
2651-43307,STEPJANMA1_2015-07-07,NA,NA,B,2651-43307,WX,G,HY,U,1
2291-44253,STEPJANMA1_2015-07-07,NA,NA,B,2291-44253,XK,O,AHY,M,1
2291-44252,STEPJANMA1_2015-07-07,NA,NA,B,2291-44252,RX,G,AHY,M,1
2651-47357,SWALDAWGA1_2015-07-07,NA,NA,B,2651-47357,X,BM,AHY,M,1
2711-54871,SWALDAWGA1_2015-07-07,NA,NA,B,2711-54871,XK,Y,AHY,M,1
2750-41625,SWALDAWGA1_2015-07-07,NA,NA,B,2750-41625,M,XW,HY,U,1
1352-45833,BARTTARPA1_2015-07-08,NA,NA,B,1352-45833,OO,X,ASY,M,1
2441-14884,BARTTARPA1_2015-07-08,NA,NA,B,2441-14884,OB,X,SY,M,1
2441-14885,BARTTARPA1_2015-07-08,NA,NA,B,2441-14885,X,-,HY,U,1
