hub,site,date,observerEnc,encounterType,speciesEnc,bandNumber,colorCombo,age,sex,breedingCond,fat,mass,wing,tl,tarsus,featherID,attachmentID,rsLong,rsLat,notesEnc
Springfield,MURPTHEMA1,7/21/2012,,Band,GRCA,1891-11028,"Y/W,A",AHY,F,BP,NULL,37,89,96,27.5,NULL,,,, 
Springfield,MURPTHEMA1,7/21/2012,,Band,HOWR,2690-87838,"G/G,A",AHY,M,CP,NULL,11,51,40,16.3,NULL,,,, 
Springfield,BARDBARMA1,7/21/2012,,Band,HOWR,2690-87945,"P,A/R",AHY,M,CP,NULL,10.83,50,42,16.1,NULL,,,, 
Springfield,BARDBARMA1,7/21/2012,,Band,NOCA,2531-91148,"Y,A/G",AHY,F,BP,NULL,40.97,91,96,24.5,NULL,,,, 
Springfield,MURPTHEMA1,7/21/2012,,Band,SOSP,2291-44295,"A,R/R",AHY,F,BP,NULL,20,65,62,20.5,NULL,,,, 
Springfield,SHERALEMA1,7/22/2012,,Band,BCCH,2690-87949,"A/O,Y",HY,U,J,NULL,11.12,64,88,16,NULL,,,, 
Springfield,GAIEMELMA1,7/22/2012,,Band,GRCA,1891-11031,"R,O/A",AHY,F,BP,NULL,39,90,95,28.9,NULL,,,, 
Springfield,GAIEMELMA1,7/22/2012,,Band,HOWR,2690-87839,"BU,P/A",AHY,F,BP,NULL,13,48,52,17.4,NULL,,,, 
Springfield,GAIEMELMA1,7/22/2012,,Band,SOSP,2291-44294,"BU,W/A",AHY,M,CP,NULL,22.8,68,68,21.3,NULL,,,, 
Springfield,GAIEMELMA1,7/22/2012,,Band,SOSP,2291-44292,"G,Y/A",AHY,M,CP,NULL,22,66,54,21,NULL,,,, 
Springfield,GAIEMELMA1,7/22/2012,,Band,SOSP,2291-44293,"Y,A/Y",AHY,F,BP,NULL,20,63,60,20.6,NULL,,,, 
Springfield,CUSHTANMA1,7/24/2012,,Band,AMRO,1212-36679,"P,A/P",AHY,M,CP,NULL,78.55,126,93,33.4,NULL,,,, 
Springfield,NORMMONMA1,7/24/2012,,Band,BCCH,2690-87840,"G,A/P",SY,M,CP,NULL,12,61,61,16.5,NULL,,,, 
Springfield,CODYMELMA1,7/24/2012,,Band,CARW,2571-83013,"A/R,R",HY,U,J,NULL,19.09,59,50,22,NULL,,,, 
Springfield,CODYMELMA1,7/24/2012,,Band,CARW,2571-83014,"W,W/A",AHY,F,BP,NULL,17.14,60,48,21.8,NULL,,,, 
Springfield,NORMMONMA1,7/24/2012,,Band,GRCA,1891-11032,"BU,W/A",AHY,M,CP,NULL,36,90,94,28.9,NULL,,,, 
Springfield,CUSHTANMA1,7/24/2012,,Band,GRCA,2531-91149,"R,A/R",AHY,M,CP,NULL,37.99,91,90,28.6,NULL,,,, 
Springfield,NORMMONMA1,7/24/2012,,Band,GRCA,1891-11033,"R/G,A",AHY,M,CP,NULL,37,91,96,27.1,NULL,,,, 
Springfield,ROBIBEAMA1,7/25/2012,,Band,SOSP,2291-44290,"G/Y,A",HY,U,J,NULL,21,64,62,21.5,NULL,,,, 
Springfield,ROBIBEAMA1,7/25/2012,,Band,SOSP,2291-44291,"R/A,BU",AHY,M,CP,NULL,22,69,67,21.5,NULL,,,, 
Springfield,ROBIBEAMA1,7/25/2012,,Band,SOSP,2291-44289,"W,P/A",AHY,M,CP,NULL,22,65,58,21,NULL,,,, 
Springfield,ROGEANDMA1,7/27/2012,,Band,BCCH,2690-87951,"A/R,R",HY,U,J,NULL,11.98,65,62,16.9,NULL,,,, 
Springfield,ROGEANDMA1,7/27/2012,,Band,GRCA,2531-91150,"W,A/BU",HY,U,J,NULL,37.06,90,96,28.2,NULL,,,, 
Springfield,ROGEANDMA1,7/27/2012,,Band,GRCA,2531-91151,"Y/A,G",AHY,F,BP,NULL,35.18,86,91,29.8,NULL,,,, 
Springfield,ROGEANDMA1,7/27/2012,,Band,HOWR,2690-87953,"BU/A,O",AHY,F,BP,NULL,9.5,49,42,18.2,NULL,,,, 
Springfield,ROGEANDMA1,7/27/2012,,Band,HOWR,2690-87952,"W,W/A",AHY,M,CP,NULL,11.23,49,43,17.5,NULL,,,, 
Springfield,ROGEANDMA1,7/27/2012,,Band,SOSP,2571-83015,"P/A,P",AHY,M,CP,NULL,19.09,61,62,19.8,NULL,,,, 
Springfield,VALLMEGMA1,7/28/2012,,Band,GRCA,2531-91152,"R/O,A",HY,U,J,NULL,38.83,90,96,28.3,NULL,,,, 
Springfield,BURGMARMA1,7/29/2012,,Band,GRCA,2531-91154,"BU/A,W",HY,U,J,NULL,35.25,88,89,28.1,NULL,,,, 
Springfield,BURGMARMA1,7/29/2012,,Band,GRCA,2531-91153,"O,R/A",HY,U,J,NULL,34.75,90,88,29,NULL,,,, 
Springfield,BURGMARMA1,7/29/2012,,Band,GRCA,2531-91155,"PK,A/PK",AHY,F,BP,NULL,36.82,86,90,28.6,NULL,,,, 
Springfield,CHARANDMA1,7/29/2012,,Band,NOCA,1891-11034,"G/Y,A",AHY,F,BP,NULL,40,89,96,24.1,NULL,,,, 
Springfield,LEWASUSMA1,8/2/2012,NA,Resight-participant,NOCA,253191136,"R/W,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,LEWASUSMA1,8/4/2012,NA,Resight-participant,NOCA,253191135,"G/A,W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,WILSMARMA1,8/4/2012,NA,Resight-participant,BCCH,269087944,"O/A,W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,LEWASUSMA1,10/11/2012,NA,Resight-participant,NOCA,253191136,"R/W,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,DELUBILMA1,10/15/2012,NA,Resight-participant,NOCA,189111011,"A,R/R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,BENNBILMA1,12/22/2012,NA,Resight-participant,NOCA ,189111021,"BK, A/BU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,LEWASUSMA1,12/26/2012,NA,Resight-participant,NOCA,253191135,"G/A,W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,LERMSUSMA1,12/27/2012,NA,Resight-participant,NOCA,253191101,"R/R,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,LERMSUSMA1,12/27/2012,NA,Resight-participant,NOCA,253191102,"G,A/W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,LERMSUSMA1,12/27/2012,NA,Resight-participant,BCCH,269087701,"A,BU/BU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,DELUBILMA1,1/3/2013,NA,Resight-participant,NOCA,189111011,"A,R/R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,DELUBILMA1,1/3/2013,NA,Resight-participant,NOCA,253191185,"O,A/P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,MERIMARMA1,1/5/2013,NA,Resight-participant,BCCH,269087794,"O/R,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,BENNBILMA1,1/13/2013,NA,Resight-participant,BCCH,269087833,"W/P,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,BENNBILMA1,1/17/2013,NA,Resight-participant,NOCA ,189111021,"BK, A/BU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,CLAYBRYMA1,1/20/2013,NA,Resight-participant,NOCA,256186618,"O/A,O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,KANEBRIMA1,1/25/2013,NA,Resight-participant,BCCH,273027544,"G/R,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,CLAYBRYMA1,1/28/2013,NA,Resight-participant,NOCA,256186618,"O/A,O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,BENNBILMA1,1/31/2013,NA,Resight-participant,BCCH,269087719,"BU/A,P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,BENNBILMA1,2/13/2013,NA,Resight-participant,NOCA ,189111021,"BK, A/BU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,LEWASUSMA1,2/21/2013,NA,Resight-participant,NOCA,256186608,"A,O/P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,CHARANDMA1,3/1/2013,NA,Resight-participant,NOCA,189111034,"G/Y,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,LANGPETMA1,3/10/2013,NA,Resight-participant,BCCH,269087918,"O,A/R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,LEWASUSMA1,3/14/2013,NA,Resight-participant,NOCA,256186608,"A,O/P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,BENNBILMA1,3/17/2013,NA,Resight-participant,NOCA ,189111021,"BK, A/BU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,BENNBILMA1,3/23/2013,NA,Resight-participant,BCCH,269087833,"W/P,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,SLONJOHMA1,3/31/2013,NA,Resight-participant,BCCH,269087941,"P/A,P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Springfield,DELUBILMA1,4/8/2013,NA,Resight-participant,NOCA,189111011,"A,R/R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,BENNBILMA1,4/27/2013,NA,Resight-participant,NOCA ,189111021,"BK, A/BU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,SLONJOHMA1,5/9/2013,NA,Resight-participant,BCCH,269087939,"A/BU,G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,LERMSUSMA1,5/14/2013,,Band,AMRO,1212-36649,"G,A/P",ASY,M,CP,NULL,70.72,127,95,38.1,NULL,,,, 
Springfield,LERMSUSMA1,5/14/2013,,Recap,GRCA,2531-91104,"A/P,R",ASY,M,CP,NULL,36.12,89,90,33,NULL,,,, 
Springfield,LERMSUSMA1,5/14/2013,,Band,GRCA,2531-91183,"A/Y,BU",ASY,M,CP,NULL,35.69,91,93,32.5,NULL,,,, 
Springfield,LERMSUSMA1,5/14/2013,,Band,GRCA,1891-11036,"BK/A,BK",ASY,M,CP,NULL,37.01,88,89,34.4,NULL,,,, 
Springfield,LERMSUSMA1,5/14/2013,,Band,GRCA,2531-91184,"G,A/P",ASY,M,CP,NULL,37.32,90,94,37.1,NULL,,,, 
Springfield,LERMSUSMA1,5/14/2013,,Recap,GRCA,2531-91104,"R,A/P",ASY,M,CP,NULL,36.12,89,90,33,NULL,,,, 
Springfield,LERMSUSMA1,5/14/2013,,Band,GRCA,2531-91183,"Y,Y",ASY,M,CP,NULL,35.69,91,93,32.5,NULL,,,, 
Springfield,LERMSUSMA1,5/14/2013,,Recap,NOCA,2531-91102,"G,A/W",ASY,M,CP,NULL,46.41,92,99,21.7,NULL,,,, 
Springfield,LERMSUSMA1,5/14/2013,,Recap,NOCA,2531-91102,"G,W",ASY,M,CP,NULL,46.41,92,99,21.7,NULL,,,, 
Springfield,LERMSUSMA1,5/14/2013,,Recap,SOSP,2571-83001,"A,Y/R",ASY,M,CP,NULL,23.33,67,66,30.3,NULL,,,, 
Springfield,BENNBILMA1,5/14/2013,NA,Resight-participant,NOCA,189111021,"BK,A/BU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,HODGBENMA1,5/15/2013,,Band,BCCH,2690-87894,"R/R,A",ASY,M,CP,NULL,11.06,64,64,20.8,NULL,,,, 
Springfield,HODGBENMA1,5/15/2013,,Band,GRCA,1891-11038,"A,R/G",ASY,M,CP,NULL,36.13,90,92,32,NULL,,,, 
Springfield,HODGBENMA1,5/15/2013,,Band,NOCA,1891-11037,"O/BK,A",ASY,F,BP,NULL,43.65,92,96,28.3,NULL,,,, 
Springfield,LANGPETMA1,5/16/2013,,Band,AMRO,1212-36650,"A,BK/Y",ASY,F,BP,NULL,92.08,126,98,43.6,NULL,,,, 
Springfield,LANGPETMA1,5/16/2013,,Band,AMRO,1212-36651,"R,O/A",AHY,F,BP,NULL,87.33,121,88,37.6,NULL,,,, 
Springfield,BENNBILMA1,5/16/2013,NA,Resight-participant,BCCH,269087833,"W/P,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,DELUBILMA1,5/17/2013,,Recap,AMRO,1212-36641,"A,O/BU",U,U,U,NULL,NULL,NULL,NULL,NULL,NULL,,,, 
Springfield,DELUBILMA1,5/17/2013,,Band,AMRO,1212-36652,"BK/G,A",AHY,F,BP,NULL,80.58,124,99,44.6,NULL,,,, 
Springfield,DELUBILMA1,5/17/2013,,Band,NOCA,2531-91185,"O,A/P",AHY,F,BP,NULL,48.54,91,99,31.5,NULL,,,, 
Springfield,DELUBILMA1,5/17/2013,NA,Resight-participant,AMRO,121236641,"A,O/BU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.585506,42.237834,NA
Springfield,ATHEJIMMA2,5/18/2013,NA,Resight-participant,GRCA,265143211,"BK/A,O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,KINGGEOMA1,5/20/2013,,Band,AMRO,1212-11431,"Y/A,R",ASY,F,CP,NULL,86.67,129,102,38.6,NULL,,,, 
Springfield,KINGGEOMA1,5/20/2013,,Band,BCCH,2690-87899,"Y/A,R",SY,M,CP,NULL,12.21,68,64,24.1,NULL,,,, 
Springfield,KINGGEOMA1,5/20/2013,,Band,HOWR,2690-87896,"BK,P/A",ASY,U,U,NULL,11.61,50,42,19.98,NULL,,,, 
Springfield,KINGGEOMA1,5/20/2013,,Band,HOWR,2690-87898,"G/P,A",ASY,M,CP,NULL,11.89,51,47,22.5,NULL,,,, 
Springfield,KINGGEOMA1,5/20/2013,,Band,HOWR,2690-87897,"O,A/R",ASY,F,BP,NULL,13.3,48,41,19,NULL,,,, 
Springfield,KINGGEOMA1,5/20/2013,,Band,HOWR,2690-87895,"W,A/Y",ASY,M,CP,NULL,10.33,49,35,18,NULL,,,, 
Springfield,KINGGEOMA1,5/20/2013,,Band,NOCA,1891-11039,"G,A/BU",AHY,M,CP,NULL,45.62,93,98,32.4,NULL,,,, 
Springfield,KINGGEOMA1,5/20/2013,,Band,SOSP,2291-44283,"W/G,A",ASY,F,BP,NULL,21.06,63,62,29.1,NULL,,,, 
Springfield,KINGGEOMA1,5/20/2013,,Band,SOSP,2571-83033,"Y/BK,A",ASY,M,CP,NULL,21.81,65,66,23.5,NULL,,,, 
Springfield,PRANSABMA1,5/21/2013,,Band,AMRO,1212-52900,"BK,A/BU",AHY,F,BP,NULL,NULL,123,96,38,NULL,,,, 
Springfield,PRANSABMA1,5/21/2013,,Band,AMRO,1212-52899,"W,P/A",ASY,F,BP,NULL,82.77,129,102,38.8,NULL,,,, 
Springfield,PRANSABMA1,5/21/2013,,Band,BCCH,2690-87704,"A,R/R",SY,M,CP,NULL,11.87,66,60,22.7,NULL,,,, 
Springfield,PRANSABMA1,5/21/2013,,Band,GRCA,2561-86602,"A,R/R",ASY,M,CP,NULL,36.5,93,98,34.8,NULL,,,, 
Springfield,PRANSABMA1,5/21/2013,,Band,GRCA,2561-86603,"A,O/P",ASY,U,U,NULL,35.23,84,88,34.6,NULL,,,, 
Springfield,PRANSABMA1,5/21/2013,,Band,GRCA,2371-04305,"BK,BK/A",ASY,M,CP,NULL,34.75,90,100,32.2,NULL,,,, 
Springfield,PRANSABMA1,5/21/2013,,Recap,GRCA,2531-91112,"W,A/G",ASY,M,CP,NULL,34.25,91,95,30.9,NULL,,,, 
Springfield,PRANSABMA1,5/21/2013,,Band,NOCA,2561-86601,"A,B/Y",ASY,F,BP,NULL,47.12,92,99,31.3,NULL,,,, 
Springfield,PRANSABMA1,5/21/2013,,Band,SOSP,2371-04306,"A,BK/Y",ASY,M,CP,NULL,21.61,65,67,25,NULL,,,, 
Springfield,VEARRICMA1,5/22/2013,,Band,AMRO,1212-52898,"R,A/BK",AHY,F,BP,NULL,71.11,124,89,37.7,NULL,,,, 
Springfield,DELUBILMA1,5/22/2013,NA,Resight-participant,NOCA,189111011,"A,R/R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,KANEBRIMA1,5/23/2013,,Band,BCCH,2690-87707,"A,O/P",ASY,M,CP,NULL,12.12,65.5,60,19.1,NULL,,,, 
Springfield,KANEBRIMA1,5/23/2013,,Band,BCCH,2690-87706,"A,BK/Y",AHY,F,BP,NULL,12.18,67,NULL,19.7,NULL,,,, 
Springfield,KANEBRIMA1,5/23/2013,,Band,NOCA,2561-86604,"G,A/P",ASY,M,CP,NULL,38.31,96,103,26.9,NULL,,,, 
Springfield,WHELGWEMA1,5/24/2013,,Band,BCCH,2690-87708,"BK,A/BU",AHY,M,CP,NULL,12.3,68,65,22.5,NULL,,,, 
Springfield,WHELGWEMA1,5/24/2013,,Band,BCCH,2690-87709,"W/A,P",ASY,M,CP,NULL,11.81,64,60,19.1,NULL,,,, 
Springfield,WHELGWEMA1,5/24/2013,,Band,NOCA,2561-86605,"BU,P/A",ASY,M,BP,NULL,42.05,93,110,27.8,NULL,,,, 
Springfield,BULLTHOMA1,5/27/2013,,Band,AMRO,1212-52835,"A,O/P",ASY,F,BP,NULL,82.29,122,96,38.4,NULL,,,, 
Springfield,BULLTHOMA1,5/27/2013,,Band,BCCH,2690-87705,"O,A/P",ASY,M,CP,NULL,12.23,68,71,20,NULL,,,, 
Springfield,NORMMONMA1,5/28/2013,,Band,AMRO,1212-36653,"A,W/R",ASY,M,CP,NULL,76.48,130,97,39.9,NULL,,,, 
Springfield,CUSHTANMA1,5/29/2013,,Band,AMRO,1212-52851,"BK/A,BK",SY,M,CP,NULL,78.02,125,95,38,NULL,,,, 
Springfield,CUSHTANMA1,5/29/2013,,Band,GRCA,2561-86606,"G/BK,A",ASY,F,BP,NULL,41.56,88,89,30.2,NULL,,,, 
Springfield,CUSHTANMA1,5/29/2013,NA,Resight-technician,GRCA,253191149,"R,A/R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,CODYMELMA1,5/30/2013,,Band,AMRO,1212-52852,"W/A,P",HY,U,J,NULL,64.56,119,91,36.5,NULL,,,, 
Springfield,CODYMELMA1,5/30/2013,,Band,HOWR,2690-87711,"A,W/Y",ASY,F,BP,NULL,11.85,48,42,19,NULL,,,, 
Springfield,CODYMELMA1,5/30/2013,,Band,HOWR,2690-87711,"A,W/O",ASY,F,BP,NULL,11.85,48,42,19,NULL,,,, 
Springfield,WOODSANMA1,5/31/2013,,Band,AMRO,1212-36654,"O,A/R",ASY,M,CP,NULL,75.23,130,97,37.1,NULL,,,, 
Springfield,LEWASUSMA1,5/31/2013,,Band,AMRO,1212-52853,"R/BK,A",SY,F,BP,NULL,80,120,98,37.5,NULL,,,, 
Springfield,LEWASUSMA1,5/31/2013,,Band,CARW,2371-04309,"W,Y/A",ASY,M,CP,NULL,22.6,60,52,24.8,NULL,,,, 
Springfield,LEWASUSMA1,5/31/2013,,Band,GRCA,2561-86607,"O,A/P",ASY,F,BP,NULL,39.22,73,88,32,NULL,,,, 
Springfield,WOODSANMA1,5/31/2013,,Band,GRCA,1891-11040,"P,BU/A",ASY,M,CP,NULL,35.53,92,101,35.3,NULL,,,, 
Springfield,LEWASUSMA1,5/31/2013,,Band,GRCA,2561-86609,"R,BU/A",ASY,M,CP,NULL,38.8,90,98,32.6,NULL,,,, 
Springfield,WOODSANMA1,5/31/2013,,Recap,HOWR,2690-87825,"G/Y,A",ASY,M,CP,NULL,11.26,54,45,21.9,NULL,,,, 
Springfield,LEWASUSMA1,5/31/2013,,Band,HOWR,2690-87710,"O/BK,A",ASY,M,CP,NULL,11.3,51,44,19,NULL,,,, 
Springfield,LEWASUSMA1,5/31/2013,,Band,NOCA,2561-86608,"A,O/P",AHY,M,CP,NULL,44.36,90,99,28.8,NULL,,,, 
Springfield,LEWASUSMA1,5/31/2013,,Band,SOSP,2371-04307,"A/P,O/P",ASY,M,CP,NULL,21.93,64,65,24.8,NULL,,,, 
Springfield,LEWASUSMA1,5/31/2013,,Band,SOSP,2371-04308,"BK,A/BU",SY,F,BP,NULL,19.7,64,62,24.3,NULL,,,, 
Springfield,WOODSANMA1,5/31/2013,NA,Resight-technician,HOWR,269087825,"G/Y,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,SVECSTEMA1,6/1/2013,,Band,AMRO,1212-36657,"R/R,A",ASY,M,CP,NULL,71.37,130,106,37.8,NULL,,,, 
Springfield,SVECSTEMA1,6/1/2013,,Band,AMRO,1212-36656,"W,A/Y",ASY,M,CP,NULL,74.59,128,101,38.1,NULL,,,, 
Springfield,HILLSALMA1,6/1/2013,,Band,BCCH,2690-87712,"A,R/G",SY,F,BP,NULL,10.45,61,56,NULL,NULL,,,, 
Springfield,HILLSALMA1,6/1/2013,,Recap,BCCH,2690-87827,"W,P/A",ASY,M,CP,NULL,11.08,63,58,19.2,NULL,,,, 
Springfield,HILLSALMA1,6/1/2013,,Band,CARW,2371-04310,"A,R/R",AHY,M,CP,NULL,22.45,61,52,24.5,NULL,,,, 
Springfield,SVECSTEMA1,6/1/2013,,Band,NOCA,1891-11042,"A,G/R",AHY,M,CP,NULL,40.63,95,102,31.4,NULL,,,, 
Springfield,SVECSTEMA1,6/1/2013,,Band,NOCA,1891-11041,"BU,A/O",AHY,F,BP,NULL,46.85,89,95,31.7,NULL,,,, 
Springfield,SVECSTEMA1,6/1/2013,,Band,SOSP,2571-83034,"A/BU,G",ASY,M,CP,NULL,21.51,79,68,21.1,NULL,,,, 
Springfield,SURNSCOMA1,6/2/2013,,Band,SOSP,2291-44282,"R/R,A",ASY,M,CP,NULL,19.79,62,62,25.1,NULL,,,, 
Springfield,BAKENANMA1,6/4/2013,,Band,BCCH,2690-87715,"R,O/A",SY,M,CP,NULL,11.83,64,62,18.9,NULL,,,, 
Springfield,BAKENANMA1,6/4/2013,,Band,HOWR,2690-87714,"G,Y/A",AHY,M,CP,NULL,11.07,53,42,19,NULL,,,, 
Springfield,BAKENANMA1,6/4/2013,,Band,HOWR,2690-87713,"R,A/BK",ASY,F,BP,NULL,11.3,49,43,19,NULL,,,, 
Springfield,BAKENANMA1,6/4/2013,,Band,NOCA,2561-86610,"G/G,A",ASY,M,CP,NULL,38.43,90.5,93,26.8,NULL,,,, 
Springfield,WILSMARMA1,6/5/2013,,Band,NOCA,1891-11045,"A/BU,G",ASY,M,CP,NULL,45.18,96,100,30.9,NULL,,,, 
Springfield,WILSMARMA1,6/5/2013,,Band,NOCA,1891-11043,"A/Y,R",ASY,F,BP,NULL,43.32,90,96,30,NULL,,,, 
Springfield,ANDEHALMA1,6/5/2013,,Band,BCCH,2690-87716,"Y/P,A",AHY,M,CP,NULL,11.75,64,62,19.4,NULL,,,, 
Springfield,BENNBILMA1,6/6/2013,,Band,BCCH,2690-87719,"BU/A,P",ASY,M,CP,NULL,12.07,65,62,18.2,NULL,,,, 
Springfield,BENNBILMA1,6/6/2013,,Band,BCCH,2690-87718,"R,A/BK",AHY,M,CP,NULL,11.85,66,64,19,NULL,,,, 
Springfield,BENNBILMA1,6/6/2013,,Band,GRCA,2561-86613,"G/A,BU",ASY,M,CP,NULL,36.25,92,95,31.5,NULL,,,, 
Springfield,BENNBILMA1,6/6/2013,,Band,GRCA,2561-86611,"O/A,O",ASY,M,CP,NULL,40.49,93,99,32,NULL,,,, 
Springfield,BENNBILMA1,6/6/2013,,Band,GRCA,2561-86612,"R/Y,A",ASY,F,BP,NULL,40.2,89,93,32.2,NULL,,,, 
Springfield,BENNBILMA1,6/6/2013,,Band,HOWR,2690-87717,"A/Y,Y",ASY,M,CP,NULL,10.73,49,42,19.3,NULL,,,, 
Springfield,BENNBILMA1,6/6/2013,,Band,HOWR,2690-87720,"W/A,P",ASY,F,BP,NULL,13.51,49,44,19.3,NULL,,,, 
Springfield,RICHALMA1,6/6/2013,,Band,SOSP,2571-83035,"A,W/R",ASY,M,CP,NULL,20.28,62,78,29.8,NULL,,,, 
Springfield,BENNBILMA1,6/6/2013,,Band,SOSP,2371-04311,"O/A,O",ASY,M,CP,NULL,21.73,66,66,24.1,NULL,,,, 
Springfield,RICHALMA1,6/6/2013,,Recap,SOSP,2291-44298,"O/BK,A",ASY,F,BP,NULL,22.55,65,65,29.1,NULL,,,, 
Springfield,RICHALMA1,6/6/2013,,Band,SOSP,2571-83037,"P,BU/A",ASY,F,BP,NULL,20.52,62,63,29,NULL,,,, 
Springfield,RICHALMA1,6/6/2013,,Band,SOSP,2571-83036,"Y,A/G",ASY,M,CP,NULL,22.15,70,70,31,NULL,,,, 
Springfield,BENNBILMA1,6/6/2013,NA,Resight-participant,SOSP,237104311,"O/A,O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,BENNBILMA1,6/6/2013,NA,Resight-participant,GRCA,256186612,"R/Y,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,BENNBILMA1,6/6/2013,NA,Resight-participant,BCCH,269087718,"R,A/BK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,BENNBILMA1,6/6/2013,NA,Resight-participant,BCCH,269087719,"BU/A,P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,BENNBILMA1,6/6/2013,NA,Resight-participant,HOWR,269087720,"W/A,P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,BENNBILMA1,6/6/2013,NA,Resight-participant,BCCH,269087833,"W/P,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,MURPTHEMA1,6/8/2013,,Band,AMRO,1212-52854,"A,P/BU",SY,M,CP,NULL,74.42,129,101,37.9,NULL,,,, 
Springfield,MURPTHEMA1,6/8/2013,,Band,BCCH,2690-87722,"A,P/BU",SY,M,CP,NULL,11.77,66,64,19.2,NULL,,,, 
Springfield,MURPTHEMA1,6/8/2013,,Band,BCCH,2690-87724,"BK/A,BK",SY,U,BP,NULL,10.12,62,59,19.7,NULL,,,, 
Springfield,ROSEJOSMA1,6/8/2013,,Band,CARW,2571-83038,"A,R/R",AHY,F,BP,NULL,17.13,58,48,34.6,NULL,,,, 
Springfield,MURPTHEMA1,6/8/2013,,Recap,GRCA,1891-11026,"O/O,A",ASY,F,BP,NULL,41.41,86,92,31,NULL,,,, 
Springfield,MURPTHEMA1,6/8/2013,,Band,GRCA,2561-86614,"P,A/G",ASY,M,CP,NULL,37.59,90,100,32,NULL,,,, 
Springfield,ROSEJOSMA1,6/8/2013,,Band,GRCA,1891-11048,"R/R,A",ASY,M,CP,NULL,37.09,92,96,36.8,NULL,,,, 
Springfield,MURPTHEMA1,6/8/2013,,Band,HOWR,2690-87725,"A,O/P",ASY,F,BP,NULL,14.33,50,42,19.7,NULL,,,, 
Springfield,MURPTHEMA1,6/8/2013,,Band,HOWR,2690-87721,"BK,A/BU",AHY,M,CP,NULL,10.92,52,45,19.8,NULL,,,, 
