hub,site,date,observerEnc,encounterType,speciesEnc,bandNumber,colorCombo,age,sex,breedingCond,fat,mass,wing,tl,tarsus,featherID,attachmentID,rsLong,rsLat,notesEnc
Springfield,HAZZANNMA1,4/4/2016,NA,Resight-participant,BCCH,272099513,"Y/Y,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seen throughout winter at feeder during Project Feeder Watch observations
Springfield,HAZZANNMA1,4/9/2016,NA,Resight-participant,AMRO,135263538,"W/Y,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"On 04/11/16 observed this banded robin fluttering at my windows, as if attacking its reflection. Did this over number of days. I had always thought this was a behavior of male robins trying to defend their territory (thinking reflection was a competitor). But this bird was identified as female at time of banding.
(I meant to leave ""Bird's right leg (bottom band if two)"" blank, but can't erase O now that it's there.)"
Springfield,KINGDAVMA1,4/11/2016,NA,Resight-participant,CARW,237104325,"G,Y/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.515935,42.403039,"rsNeighbor 676 East pleasant street, amherst"
Springfield,BAKENANMA1,4/18/2016,NA,Resight-participant,BCCH,269087715,"R,O/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,BAKENANMA1,4/22/2016,NA,Resight-participant,NOCA,256186610,"G/G,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,BAKENANMA1,4/23/2016,NA,Resight-participant,BCCH,275035037,"PK,W/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,MATHLYNMA1,5/1/2016,LMM,Resight-participant,NOCA,2651-17178,"A/W,BU",,F,,,,,,,,,,,
Springfield,MATHLYNMA1,5/1/2016,LMM,Resight-participant,NOCA,2651-43300,"A/G,O",,M,,,,,,,,,,,
Springfield,ARCADIAMA1,5/1/2016,NA,Resight-participant,SOSP,229144239,"R,W/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,ARCADIAMA1,5/7/2016,SBL,Band,NOCA,2651-43363,"A/R,G",AHY,M,CP,0,45.59,97,102,NULL,NULL,NULL,NULL,NULL,
Springfield,ARCADIAMA1,5/7/2016,SBL,Band,NOCA,2651-43364,"W/A,BU",AHY,F,BP,0,46.84,91,89,NULL,NULL,NULL,NULL,NULL,
Springfield,ARCADIAMA1,5/7/2016,SBL,Recap,CARW,2571-83145,"A/O,O",ASY,M,CP,0,22.51,61,50,NULL,NULL,NULL,NULL,NULL,
Springfield,ARCADIAMA1,5/7/2016,SBL,Band,GRCA,2651-43365,"A/PK,PK",ASY,M,CP,0,38.84,91,95,NULL,NULL,NULL,NULL,NULL,
Springfield,ARCADIAMA1,5/7/2016,SBL,Band,SOSP,2571-83096,"G/A,Y",AHY,M,CP,0,21.24,61,62,NULL,NULL,NULL,NULL,NULL,
Springfield,ARCADIAMA1,5/7/2016,SBL,Band,BCCH,2780-14624,"P/A,BU",AHY,M,CP,0,10.63,61,58,NULL,NULL,NULL,NULL,NULL,
Springfield,HIGGBETMA1,5/7/2016,NA,Resight-participant,GRCA,265117117,"A,G/W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,GRIFRACMA1,5/8/2016,NA,Resight-participant,NOMO ,121236664,"O/P,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,DOYLPHIMA1,5/9/2016,NA,Resight-participant,GRCA,265143267,"G,A/W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,GRIFRACMA1,5/9/2016,NA,Resight-participant,GRCA,264185630,"O/R,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,GRIFRACMA1,5/10/2016,NA,Resight-participant,AMRO,165263561,"A/O,PK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,GRIFRACMA1,5/10/2016,NA,Resight-participant,GRCA,189111070,"A/P,BU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,THERLARMA1,5/10/2016,NA,Resight-participant,GRCA,265143256,"BK/A,G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,ATHEJIMMA2,5/12/2016,NA,Resight-participant,GRCA,265143213,"Y,A/R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,ATHEJIMMA2,5/13/2016,NA,Resight-participant,BCCH,272099610,"A/Y,O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,BOYLCOLMA1,5/13/2016,NA,Resight-participant,GRCA,264185511,"PK/A,BU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,DOYLPHIMA1,5/13/2016,NA,Resight-participant,GRCA,265143266,"O/A,BK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,GRIFRACMA1,5/15/2016,NA,Resight-participant,GRCA,264185632,"BK/A,P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,KINGGEOMA1,5/15/2016,NA,Resight-participant,GRCA,265117152,"A/R,BU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,HIGGBETMA1,5/16/2016,SBL,Resight-technician,AMRO,-,"A/O,O",UNK,UNK,UNK,,,,,NULL,,NULL,NULL,NULL,
Springfield,HIGGBETMA1,5/16/2016,SMB,Band,BCCH,2750-34929,"G/Y,A",SY,M,CP,0,11.2,63,59,NULL,,NULL,NULL,NULL,
Springfield,HIGGBETMA1,5/16/2016,SMB,Band,GRCA,2651-43401,"BU,R/A",AHY,M,CP,0,37.6,92,101,NULL,,NULL,NULL,NULL,
Springfield,HIGGBETMA1,5/16/2016,SMB,Band,SOSP,2691-86604,"BU,G/A",SY,M,CP,0,21.7,65,67,NULL,,NULL,NULL,NULL,
Springfield,HIGGBETMA1,5/16/2016,SMB,Band,HOWR,2750-34930,"O,A/Y",AHY,M,CP,0,11.1,51,41,NULL,,NULL,NULL,NULL,
Springfield,HILLSALMA1,5/18/2016,SMB,Band,GRCA,2651-43402,"R/BK,A",ASY,M,CP,0,35.8,88,93,NULL,NZP-MA-891,NULL,NULL,NULL,
Springfield,HILLSALMA1,5/18/2016,SMB,Recap,CARW,2371-04395,"G/P,A",ASY,M,CP,0,21.9,58,51,NULL,molting tail - did not take feather,NULL,NULL,NULL,
Springfield,HILLSALMA1,5/18/2016,SMB,Recap,HOWR,2720-99629,"A/P,BU",AHY,M,CP,0,11.4,52,44,NULL,NZP-MA-890,NULL,NULL,NULL,
Springfield,HILLSALMA1,5/18/2016,SMB,Band,BCCH,2750-34931,"G/Y,A",SY,M,CP,0,11.9,64,61,NULL,NZP-MA-892,NULL,NULL,NULL,
Springfield,HILLSALMA1,5/18/2016,SMB,Band,GRCA,2651-43403,"BK/G,A",ASY,M,CP,2,42,89,87,NULL,NZP-MA-893,NULL,NULL,NULL,
Springfield,HILLSALMA1,5/18/2016,SMB,Recap,CARW,2371-04396,"O,A/BK",ASY,F,BP,1,19.9,57,49,NULL,NZP-MA-895,NULL,NULL,NULL,
Springfield,HILLSALMA1,5/18/2016,SMB,Band,GRCA,2651-43404,"Y/W,A",SY,M,CP,0,35.7,89,85,NULL,NZP-MA-894,NULL,NULL,NULL,
Springfield,HILLSALMA1,5/18/2016,SMB,Band,GRCA,2651-43405,"A,BK/Y",ASY,M,CP,0,35.4,91,90,NULL,NZP-MA-896,NULL,NULL,NULL,
Springfield,HILLSALMA1,5/18/2016,SMB,Recap,AMRO,1352-63534,"O/A,P",ASY,M,CP,0,83.3,130,98,NULL,NZP-MA-897,NULL,NULL,NULL,
Springfield,HILLSALMA1,5/18/2016,SMB,Band,BCCH,2750-34932,"A,BU/G",AHY,F,BP,1,12.2,58,53,NULL,NZP-MA-898,NULL,NULL,NULL,
Springfield,HILLSALMA1,5/18/2016,,Resight-technician,GRCA,-,"A,O/R",UNK,UNK,UNK,,,,,NULL,,NULL,NULL,NULL,
Springfield,HOWAJANMA1,5/19/2016,SMB,Band,BCCH,2750-34933,"O,A/O",AHY,M,CP,0,12.2,66,63,NULL,NZP-MA-899,NULL,NULL,NULL,
Springfield,HOWAJANMA1,5/19/2016,SMB,Band,NOCA,2651-43406,"A,BU/BK",ASY,F,BP,0,43.2,93,100,NULL,NZP-MA-901,NULL,NULL,NULL,
Springfield,HOWAJANMA1,5/19/2016,SMB,Band,GRCA,2651-43407,"R/O,A",SY,M,CP,0,34.2,84,85,NULL,NZP-MA-902,NULL,NULL,NULL,
Springfield,HOWAJANMA1,5/19/2016,SMB,Band,HOWR,2750-34935,"R,A/G",AHY,M,CP,1,10.9,48,41,NULL,NZP-MA-905,NULL,NULL,NULL,
Springfield,HOWAJANMA1,5/19/2016,SMB,Band,GRCA,2651-43409,"PK,A/BU",SY,M,CP,0,36.5,91,94,NULL,NZP-MA-908,NULL,NULL,NULL,
Springfield,HOWAJANMA1,5/19/2016,TMB,Recap,GRCA,2651-43328,"G/W,A/BK",ASY,M,CP,0,36,92,,NULL,no tail,NULL,NULL,NULL,
Springfield,HOWAJANMA1,5/19/2016,TMB,Recap,GRCA,2651-43326,"A/PK,O",SY,M,CP,0,36.2,92,94,NULL,NZP-MA-900,NULL,NULL,NULL,
Springfield,HOWAJANMA1,5/19/2016,TMB,Band,GRCA,2651-43408,"BK/BU,A",SY,M,CP,0,36.4,87,86.5,NULL,NZP-MA-903,NULL,NULL,NULL,
Springfield,HOWAJANMA1,5/19/2016,TMB,Band,HOWR,2750-34934,"O/A,Y",AHY,M,CP,0,10.9,51,43,NULL,NZP-MA-904,NULL,NULL,NULL,
Springfield,HOWAJANMA1,5/19/2016,TMB,Band,HOWR,2750-34936,"A,BU/O",AHY,M,CP,0,10.6,50,43,NULL,NZP-MA-907,NULL,NULL,NULL,
Springfield,HOWAJANMA1,5/19/2016,TMB,Band,AMRO,1352-74201,"A,BU/R",ASY,F,BP,0.5,86.2,118,83,NULL,NZP-MA-906,NULL,NULL,NULL,
Springfield,SPLAMARMA2,5/20/2016,SBL,Resight-targeted,SOSP,2571-83134,"A,P/Y",ASY,M,UNK,,,,,NULL,,NULL,-72.67021,42.24997,
Springfield,SPLAMARMA2,5/20/2016,SMB,Band,SOSP,2691-86605,"G,A/G",AHY,F,BP,0,20.5,64,64,NULL,NZP-MA-909,NULL,NULL,NULL,UPPER MANDIBLE CHIPPED
Springfield,SPLAMARMA2,5/20/2016,SMB,Band,BCCH,2750-34937,"A/O,PK",SY,M,CP,0,11.9,62,59,NULL,NZP-MA-911,NULL,NULL,NULL,
Springfield,SPLAMARMA2,5/20/2016,TMB,Band,SOSP,2691-86606,"A,BK/BU",SY,M,CP,0,22.8,67,65,NULL,NZP-MA-910,NULL,NULL,NULL,
Springfield,SPLAMARMA2,5/20/2016,TMB,Band,NOMO,1352-74202,"BK,A/BU",ASY,M,CP,0,47.1,110,114,NULL,NZP-MA-912,NULL,NULL,NULL,
Springfield,SPLAMARMA2,5/20/2016,TMB,Band,SOSP,2691-86607,"PK/BU,A",SY,F,BP,0.5,21,63,61,NULL,,NULL,NULL,NULL,"MANY TAIL FEATHERS HALVED, NONE TAKEN"
Springfield,CONZBRIMA1,5/21/2016,SMB,Band,GRCA,2651-43410,"Y/A,PK",ASY,M,CP,0,36.7,92,97,NULL,NZP-MA-913,NULL,NULL,NULL,
Springfield,CONZBRIMA1,5/21/2016,TMB,Band,GRCA,2651-43411,"A/BK,G",SY,M,CP,0,39,85,89,NULL,NZP-MA-914,NULL,NULL,NULL,
Springfield,TOSCPAMMA1,5/22/2016,SMB,Band,GRCA,2651-43413,"A,BK/BK",ASY,M,CP,0,34.4,87,91,NULL,NZP-MA-916,NULL,NULL,NULL,
Springfield,TOSCPAMMA1,5/22/2016,SMB,Band,AMRO,1352-74203,"A,P/G",SY,F,BP,0,88.9,124,98,NULL,NZP-MA-918,NULL,NULL,NULL,
Springfield,TOSCPAMMA1,5/22/2016,SMB,Band,GRCA,2651-43415,"Y,A/PK",ASY,F,BP,1,42.5,88,94,NULL,NZP-MA-919,NULL,NULL,NULL,
Springfield,TOSCPAMMA1,5/22/2016,SMB,Band,BCCH,2750-34938,"A,W/P",SY,M,CP,0,12.1,67,64,NULL,NZP-MA-921,NULL,NULL,NULL,
Springfield,TOSCPAMMA1,5/22/2016,TMB,Band,GRCA,2651-43412,"PK/Y,A",SY,M,CP,0,,89,,NULL,did not take feather- see notes,NULL,NULL,NULL,"Bleeding from under wing. Blood clotted and bird flew strong. Did not take mass, tail, or feather so bird could be let go."
Springfield,TOSCPAMMA1,5/22/2016,TMB,Recap,SOSP,2291-44245,"O,BU/A",AHY,M,CP,0,22.4,67,67,NULL,NZP-MA-915,NULL,NULL,NULL,*probably ASY
Springfield,TOSCPAMMA1,5/22/2016,TMB,Band,GRCA,2651-43414,"W,A/G",ASY,M,CP,0,39.1,96,101,NULL,NZP-MA-917,NULL,NULL,NULL,
Springfield,TOSCPAMMA1,5/22/2016,TMB,Band,GRCA,2651-43416,"R,A/R",ASY,M,CP,0,35.4,83,88,NULL,NZP-MA-920,NULL,NULL,NULL,
Springfield,TOSCPAMMA1,5/22/2016,,Resight-targeted,SOSP,-,"Y,G/A",UNK,UNK,UNK,,,,,NULL,-,NULL,-72.62794,42.55252,
Springfield,TOSCPAMMA1,5/22/2016,,Resight-targeted,GRCA,-,"A,G/PK",UNK,UNK,UNK,,,,,NULL,-,NULL,-72.62923,42.55269,
Springfield,GILLELEMA1,5/23/2016,SBL,Band,GRCA,2651-43417,"O,R/A",ASY,M,CP,0,33,88,91,NULL,,NULL,NULL,NULL,
Springfield,GILLELEMA1,5/23/2016,SBL,Band,BCCH,2750-34939,"A/W,PK",SY,M,CP,0,11.4,65,59,NULL,,NULL,NULL,NULL,
Springfield,GILLELEMA1,5/23/2016,SBL,Band,SOSP,2671-86608,"A,R/P",AHY,M,CP,0,21.3,62,66,NULL,,NULL,NULL,NULL,
Springfield,GILLELEMA1,5/23/2016,SBL,Band,AMRO,1352-74205,"Y,A/O",ASY,F,BP,0,82.2,120,90,NULL,,NULL,NULL,NULL,
Springfield,GILLELEMA1,5/23/2016,SMB,Band,AMRO,1352-74204,"A,R/BU",ASY,M,CP,0,80.8,127,95,NULL,,NULL,NULL,NULL,
Springfield,GILLELEMA1,5/23/2016,TMB,Band,BCCH,2750-34940,"A/O,O",SY,M,CP,0,11.9,66,65,NULL,,NULL,NULL,NULL,
Springfield,GILLELEMA1,5/23/2016,TMB,Band,BCCH,2750-34941,"BK,A/P",ASY,F,BP,0,13,65,60,NULL,,NULL,NULL,NULL,
Springfield,CLAYBRYMA1,5/24/2016,TMB,Band,NOCA,2651-43418,"A,Y/G",ASY,F,BP,0,41.4,92,98,NULL,NZP-MA-926,NULL,NULL,NULL,
Springfield,CLAYBRYMA1,5/24/2016,SMB,Band,BCCH,2750-34942,"BK/A,PK",SY,M,CP,0,12.5,66,65,NULL,NZP-MA-927,NULL,NULL,NULL,
Springfield,CLAYBRYMA1,5/24/2016,SMB,Band,BCCH,2750-34943,"BU/A,Y",ASY,M,CP,0,11.5,64.5,62,NULL,NZP-MA-928,NULL,NULL,NULL,
Springfield,CLAYBRYMA1,5/24/2016,TMB,Band,NOCA,2651-43419,"W/BU,A",ASY,M,CP,0,44.2,94,103,NULL,NZP-MA-929,NULL,NULL,NULL,
Springfield,CLAYBRYMA1,5/24/2016,,Resight-targeted,AMRO,-,"BU,A/BK",UNK,UNK,UNK,,,,,NULL,,NULL,-72.4858889,42.09943,
Springfield,FAERHOWMA1,5/25/2016,SBL,Recap,BCCH,2750-35019,"PK/B,A",ASY,M,CP,0,11.7,63,59,NULL,NULL,NULL,NULL,NULL,No feather taken; really tangled in net and took long time to extract
Springfield,FAERHOWMA1,5/25/2016,TMB,Band,BCCH,2780-14628,"PK,A/PK",SY,M,CP,0,12.4,69,63,NULL,NZP-MA-1200,NULL,NULL,NULL,
Springfield,FAERHOWMA1,5/25/2016,TMB,Recap,BCCH,2730-27506,"BK/R,A",ASY,M,CP,0,12.5,66,61,NULL,NZP-MA-1201,NULL,NULL,NULL,
Springfield,FAERHOWMA1,5/25/2016,TMB,Band,GRCA,2651-43368,"PK,G/A",ASY,M,CP,0,36.8,92,97,NULL,NZP-MA-1202,NULL,NULL,NULL,
Springfield,FAERHOWMA1,5/25/2016,TMB,Band,BCCH,2780-14629,"PK/A,W",SY,M,CP,0,12.1,65,59,NULL,NZP-MA-1203,NULL,NULL,NULL,
Springfield,FAERHOWMA1,5/25/2016,TMB,Band,BCCH,2780-14630,"PK,A/Y",ASY,M,CP,0,12.2,68,63,NULL,NZP-MA-1204,NULL,NULL,NULL,
Springfield,FAERHOWMA1,5/25/2016,TMB,Band,SOSP,2571-83073,"P,A/BK",ASY,M,CP,0,20.5,63,62,NULL,NZP-MA-1205,NULL,NULL,NULL,
Springfield,FAERHOWMA1,5/25/2016,TMB,Band,SOSP,2571-83074,"BK/BU,A",AHY,M,CP,0,21.9,64,65,NULL,NZP-MA-1206,NULL,NULL,NULL,Prob SY
Springfield,FAERHOWMA1,5/25/2016,TMB,Band,NOCA,2651-43369,"BU,A/G",ASY,M,CP,0,41.3,96,102,NULL,NZP-MA-1207,NULL,NULL,NULL,
Springfield,HALALEEMA1,5/26/2016,SMB,Band,BCCH,2750-34944,"A/PK,W",SY,M,CP,0,11.4,66,63,NULL,NZP-MA-930,NULL,NULL,NULL,
Springfield,HALALEEMA1,5/26/2016,SMB,Band,EAPH,2750-34945,"W,Y/A",ASY,M,CP,0,19.4,85,67,NULL,NZP-MA-931,NULL,NULL,NULL,
Springfield,HALALEEMA1,5/26/2016,SMB,Band,BCCH,2750-34946,"G/G,A",AHY,M,CP,0,11.9,66,63,NULL,NZP-MA-932,NULL,NULL,NULL,
Springfield,HALALEEMA1,5/26/2016,SMB,Band,BCCH,2750-34947,"P/BK,A",ASY,F,BP,0.5,12.1,61,58,NULL,NZP-MA-933,NULL,NULL,NULL,
Springfield,HALALEEMA1,5/26/2016,SMB,Band,CARW,2691-86609,"R,O/A",ASY,M,CP,0,20.6,51,60,NULL,NZP-MA-934,NULL,NULL,NULL,
Springfield,HALALEEMA1,5/26/2016,SMB,Band,GRCA,2651-43420,"BU,A/BK",ASY,M,CP,0,36.7,90,96,NULL,NZP-MA-935,NULL,NULL,NULL,
Springfield,HALALEEMA1,5/26/2016,SMB,Band,NOCA,2651-43421,"G/A,Y",AHY,F,BP,0,40.2,88,96,NULL,NZP-MA-936,NULL,NULL,NULL,
Springfield,HALALEEMA1,5/26/2016,SBL,Band,NOCA,2651-43422,"A/O,W",AHY,M,CP,0.5,39.2,95,95,NULL,none taken,NULL,NULL,NULL,
Springfield,HALALEEMA1,5/26/2016,SMB,Recap,EAPH,2651-43220,"A/BU,G",ASY,F,BP,0,18.8,83,69,NULL,NZP-MA-937,NULL,NULL,NULL,"* color combo changed to AL, R/G - metal band+color band too tight on short tarsus - buildup of leg skin underneath. didn't notice band is wrong size (size 1) until just now - was it recorded wrong?"
Springfield,HALALEEMA1,5/26/2016,SMB,Band,BCCH,2750-34948,"O,A/PK",AHY,M,CP,0,12.1,65,63,NULL,NZP-MA-938,NULL,NULL,NULL,
Springfield,FORDSUSMA1,5/27/2016,SMB,Recap,BCCH,2730-27510,"A,G/W",ASY,M,CP,0,11.6,67,66,NULL,NZP-MA-1208,NULL,NULL,NULL,
Springfield,FORDSUSMA1,5/27/2016,TMB,Band,BCCH,2780-14631,"PK,A/BK",ASY,F,BP,0,10.7,64,60,NULL,NZP-MA-1209,NULL,NULL,NULL,
Springfield,FORDSUSMA1,5/27/2016,TMB,Band,SOSP,2571-83075,"W,G/A",AHY,M,CP,0,22.7,68,72,NULL,NZP-MA-1210,NULL,NULL,NULL,Prob SY - both R1 retained.
Springfield,FORDSUSMA1,5/27/2016,SMB,Band,GRCA,2651-43370,"A/R,R",SY,M,CP,0,36.8,86,94,NULL,NZP-MA-1211,NULL,NULL,NULL,
Springfield,FORDSUSMA1,5/27/2016,SMB,Band,BCCH,2780-14632,"A,O/BU",SY,UNK,NULL,0,10.7,63,61,NULL,NZP-MA-1212,NULL,NULL,NULL,
Springfield,FORDSUSMA1,5/27/2016,TMB,Band,BCCH,2780-14633,"A,BU/BU",ASY,M,CP,0,11.5,65,60,NULL,NZP-MA-1213,NULL,NULL,NULL,
Springfield,FORDSUSMA1,5/27/2016,TMB,Band,GRCA,2651-43372,"O/W,A",ASY,F,BP,0,37.1,87,91,NULL,NZP-MA-1214,NULL,NULL,NULL,
Springfield,FORDSUSMA1,5/27/2016,SMB,Resight-technician,SOSP,2571-83122,"BU/A,BU",AHY,M,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,Resight
Springfield,FORDSUSMA1,5/27/2016,TMB,Resight-technician,HOWR,2720-99649,"P/A,BU",AHY,M,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,Resight
Springfield,FORDSUSMA1,5/27/2016,TMB,Resight-technician,HOWR,2720-99650,"A/O,BK",AHY,M,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,Resight
Springfield,SHEAMARMA1,5/28/2016,TMB,Band,AMRO,1352-74207,"BU/G,A",ASY,M,CP,0,81.5,130,96,NULL,NZP-MA-939,NULL,NULL,NULL,
Springfield,SHEAMARMA1,5/28/2016,SMB,Band,GRCA,2651-43423,"R,O/A",ASY,M,CP,0,35.3,91,95,NULL,NZP-MA-940,NULL,NULL,NULL,
Springfield,SHEAMARMA1,5/28/2016,TMB,Recap,HOWR,2750-35051,"O,G/A",ASY,M,CP,0,10.3,51,41,NULL,NZP-MA-941,NULL,NULL,NULL,
Springfield,SHEAMARMA1,5/28/2016,SMB,Band,SOSP,2691-86610,"A/G,Y",SY,M,CP,0,21.7,65,66,NULL,NZP-MA-942,NULL,NULL,NULL,
Springfield,SHEAMARMA1,5/28/2016,TMB,Band,GRCA,2651-43424,"BK,BU/A",ASY,M,CP,0,35,89,92,NULL,NZP-MA-943,NULL,NULL,NULL,
Springfield,SHEAMARMA1,5/28/2016,SMB,Resight-targeted,GRCA,-,"R/A,Y",UNK,UNK,UNK,,,,,NULL,,NULL,-72.60554,42.48123,
Springfield,PIEPSUSMA1,5/29/2016,TMB,Band,HOWR,2780-14634,"W,A/PK",ASY,M,CP,3,11.5,53,44,NULL,none taken,NULL,NULL,NULL,Furcal hollow was full (fat); no feather taken because of hot weather and long time extracting/banding
Springfield,PIEPSUSMA1,5/29/2016,TMB,Band,GRCA,2651-43372,"BU,A/G",ASY,M,CP,0,34.3,90,95,NULL,NZP-MA-1215,NULL,NULL,NULL,
Springfield,PIEPSUSMA1,5/29/2016,TMB,Band,GRCA,2651-43373,"A/BU,Y",ASY,F,BP,1,37.2,88,93,NULL,NZP-MA-1216,NULL,NULL,NULL,Furcal hollow approximately half full but may have been illusion
Springfield,PIEPSUSMA1,5/29/2016,TMB,Band,AMRO,1212-27618,"BU/PK,A",ASY,M,CP,0,80.3,130,98\t,NULL,NZP-MA-1217,NULL,NULL,NULL,Large tail growth bar
Springfield,PIEPSUSMA1,5/29/2016,TMB,Band,SOSP,2571-83076,"A/P,P",SY,M,CP,0,20.4,65,67,NULL,NZP-MA-1218,NULL,NULL,NULL,
Springfield,PIEPSUSMA1,5/29/2016,TMB,Band,AMRO,1212-27619,"O,O/A",ASY,M,CP,0,79.5,131,102,NULL,NZP-MA-1219,NULL,NULL,NULL,
Springfield,PIEPSUSMA1,5/29/2016,TMB,Band,AMRO,1212-27620,"A,Y/R",ASY,F,BP,0,86.2,125,85,NULL,NZP-MA-1220,NULL,NULL,NULL,
Springfield,PIEPSUSMA1,5/29/2016,TMB,Band,BCCH,2780-14635,"BU/PK,A",AHY,F,BP,0,10.9,64,61,NULL,NZP-MA-1221,NULL,NULL,NULL,"Difficult to age; displayed mix of characteristics of SY and ASY, and outer rects were worn at tips so extent of white edging difficult to determine"
Springfield,PIEPSUSMA1,5/29/2016,TMB,Band,NOCA,2651-43374,"P,W/A",ASY,M,CP,0,43.9,98,93,NULL,NZP-MA-1222,NULL,NULL,NULL,
Springfield,PIEPSUSMA1,5/29/2016,TMB,Resight-targeted,AMRO,1212-36680,"R/O,A",ASY,M,NULL,NULL,NULL,,NULL,NULL,,NULL,-76.60584,42.12559,"Male feeding nestlings at nest in large green maple tree, in neighbour (behind PIEPSUS' backyard)'s front yard"
Springfield,PIEPSUSMA1,5/29/2016,TMB,Resight-targeted,GRCA,2651-17102,"A,P/P",ASY,UNK,NULL,NULL,NULL,,NULL,NULL,,NULL,-72.60612,42.12531,
Springfield,PAGEALLMA1,5/31/2016,TMB,Recap,SOSP,2291-44263,"A,Y/O",AHY,M,CP,0,21.3,68,68,NULL,NZP-MA-1223,NULL,NULL,NULL,2 retained inner rects; prob SY
Springfield,PAGEALLMA1,5/31/2016,TMB,Recap,NOCA,1891-11052,"O,A/BK",ASY,M,CP,0,43.2,97,106,NULL,NZP-MA-1224,NULL,NULL,NULL,
Springfield,PAGEALLMA1,5/31/2016,TMB,Band,SOSP,2571-83077,"G/A,R",SY,M,CP,0,20.5,64,62,NULL,NZP-MA-1225,NULL,NULL,NULL,
Springfield,PAGEALLMA1,5/31/2016,TMB,Band,NOCA,2651-43375,"A/R,P",ASY,F,BP,0,49.2,91,102,NULL,NZP-MA-1226,NULL,NULL,NULL,
Springfield,PAGEALLMA1,5/31/2016,TMB,Recap,GRCA,2651-17083,"G/A,PK",ASY,M,CP,0,37.2,95,95,NULL,NZP-MA-1227,NULL,NULL,NULL,Lost PK band
Springfield,PAGEALLMA1,5/31/2016,TMB,Band,BCCH,2780-14636,"A/PK,PK",AHY,F,BP,0,11.1,62,58,NULL,NULL,NULL,NULL,NULL,No feather taken; tail and greater coverts still growing in; prob SY
Springfield,PAGEALLMA1,5/31/2016,TMB,Band,BCCH,2780-14637,"PK,Y/A",ASY,M,CP,0,11.8,64,60,NULL,NZP-MA-1228,NULL,NULL,NULL,
Springfield,PAGEALLMA1,5/31/2016,TMB,Band,CARW,2571-83078,"A,O/G",ASY,M,CP,0,22,61,50,NULL,NZP-MA-1229,NULL,NULL,NULL,
Springfield,PAGEALLMA1,5/31/2016,TMB,Band,EAPH,2780-14638,"BU/Y,A",ASY,UNK,UNK,0,20.6,91,73,NULL,NZP-MA-1230,NULL,NULL,NULL,Prob Male
Springfield,PAGEALLMA1,5/31/2016,TMB,Band,EAPH,2780-14639,"R/A,-",ASY,F,BP,0,19.1,82,70,NULL,NZP-MA-1231,NULL,NULL,NULL,Right leg broken - perches OK on left leg
Springfield,PAGEALLMA1,5/31/2016,TMB,Recap,BCCH,2750-35055,"A/Y,P",ASY,M,CP,0,11.3,66,63,NULL,NZP-MA-1232,NULL,NULL,NULL,
Springfield,PAGEALLMA1,5/31/2016,RSG,Resight-targeted,BCCH,2750-35054,"PK/R,A",UNK,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,-72.52859,42.53548,8m accuracy
Springfield,GRIFRACMA1,6/1/2016,NA,Resight-participant,GRCA,189111070,"A/P,BU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,GRIFRACMA1,6/1/2016,NA,Resight-participant,NOCA ,189111072,"A/P,R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,GRIFRACMA1,6/1/2016,NA,Resight-participant,GRCA,264185630,"O/R,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
